,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
36,herbert jones,Memphis Grizzlies,32.45,9.7,3.9,2.5,13.6,12.2,6.4,16.099999999999998
30,jalen brunson,Miami Heat,33.394999999999996,15.6,3.5,4.8,19.1,20.4,8.3,23.9
50,maxi kleber,Miami Heat,29.490000000000002,8.2,5.6,1.1,13.799999999999999,9.299999999999999,6.699999999999999,14.899999999999999
6,luka doncic,Miami Heat,35.489999999999995,25.1,7.9,7.9,33.0,33.0,15.8,40.9
11,dorian finney-smith,Miami Heat,35.489999999999995,10.4,5.1,1.9,15.5,12.3,7.0,17.4
73,josh green,Miami Heat,24.490000000000002,6.7,2.4,1.4,9.1,8.1,3.8,10.5
74,dwight powell,Miami Heat,24.490000000000002,7.8,4.8,1.0,12.6,8.8,5.8,13.600000000000001
1,tyrese haliburton,Milwaukee Bucks,37.489999999999995,16.3,4.0,8.5,20.3,24.8,12.5,28.8
78,lance stephenson,Milwaukee Bucks,23.494999999999997,8.8,3.9,5.1,12.700000000000001,13.9,9.0,17.8
79,jalen smith,Milwaukee Bucks,22.494999999999997,9.1,7.3,-0.0,16.4,9.1,7.3,16.4
67,malcolm brogdon,Milwaukee Bucks,24.494999999999997,14.7,3.6,4.7,18.3,19.4,8.3,23.0
32,buddy hield,Milwaukee Bucks,33.489999999999995,14.1,4.9,2.3,19.0,16.4,7.2,21.299999999999997
23,oshae brissett,Milwaukee Bucks,33.495000000000005,12.0,8.6,1.3,20.6,13.3,9.9,21.9
71,montrezl harrell,Minnesota Timberwolves,24.634999999999998,15.5,6.8,2.1,22.3,17.6,8.9,24.400000000000002
12,terry rozier,Minnesota Timberwolves,35.825,20.4,4.4,4.8,24.799999999999997,25.2,9.2,29.6
3,miles bridges,Minnesota Timberwolves,36.43,19.6,6.7,3.9,26.3,23.5,10.6,30.2
64,mason plumlee,Minnesota Timberwolves,25.244999999999997,6.7,8.0,2.9,14.7,9.6,10.9,17.6
62,p.j. washington,Minnesota Timberwolves,25.3,9.1,5.3,1.5,14.399999999999999,10.6,6.8,15.899999999999999
60,kelly oubre jr.,Minnesota Timberwolves,26.439999999999998,15.5,4.1,1.0,19.6,16.5,5.1,20.6
24,lamelo ball,Minnesota Timberwolves,33.72,21.1,6.7,7.8,27.8,28.900000000000002,14.5,35.6
40,desmond bane,New Orleans Pelicans,31.46,19.5,4.1,2.0,23.6,21.5,6.1,25.6
68,steven adams,New Orleans Pelicans,24.47,6.2,8.1,3.1,14.3,9.3,11.2,17.4
88,de'anthony melton,New Orleans Pelicans,20.475,7.5,3.5,2.1,11.0,9.6,5.6,13.1
76,ziaire williams,New Orleans Pelicans,23.47,7.5,1.4,0.8,8.9,8.3,2.2,9.700000000000001
15,ja morant,New Orleans Pelicans,34.565,29.1,6.0,7.3,35.1,36.4,13.3,42.4
51,jaren jackson jr.,New Orleans Pelicans,29.465,15.6,5.5,1.0,21.1,16.6,6.5,22.1
85,brandon clarke,New Orleans Pelicans,20.475,9.5,5.5,1.3,15.0,10.8,6.8,16.3
63,al horford,Philadelphia 76ers,25.55,8.4,6.1,2.3,14.5,10.7,8.399999999999999,16.799999999999997
37,marcus smart,Philadelphia 76ers,32.565,11.2,3.5,4.9,14.7,16.1,8.4,19.6
57,derrick white,Philadelphia 76ers,27.555,12.9,3.5,4.8,16.4,17.7,8.3,21.2
9,jaylen brown,Philadelphia 76ers,35.815,23.7,6.8,3.2,30.5,26.9,10.0,33.699999999999996
4,jayson tatum,Philadelphia 76ers,36.815,23.5,9.6,4.1,33.1,27.6,13.7,37.2
45,robert williams,Philadelphia 76ers,31.56,10.7,9.1,1.2,19.799999999999997,11.899999999999999,10.299999999999999,21.0
56,robert covington,Phoenix Suns,25.6,6.6,4.3,0.7,10.899999999999999,7.3,5.0,11.6
49,ivica zubac,Phoenix Suns,27.605,9.2,8.8,1.5,18.0,10.7,10.3,19.5
75,amir coffey,Phoenix Suns,21.585,6.6,2.8,0.7,9.399999999999999,7.3,3.5,10.1
21,reggie jackson,Phoenix Suns,33.125,17.7,3.3,3.3,21.0,21.0,6.6,24.3
48,nicolas batum,Phoenix Suns,28.61,7.7,4.5,1.3,12.2,9.0,5.8,13.5
39,terance mann,Phoenix Suns,31.125,9.6,5.2,2.1,14.8,11.7,7.300000000000001,16.9
70,spencer dinwiddie,,24.490000000000002,,,,,,,
