,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
138,cameron johnson,Houston Rockets,20.71,10.7,3.4,1.0,14.1,11.7,4.4,15.1
71,deandre ayton,Houston Rockets,30.52,21.2,11.6,1.2,32.8,22.4,12.799999999999999,34.0
96,jae crowder,Houston Rockets,26.53,8.5,4.8,1.2,13.3,9.7,6.0,14.5
91,raul neto,Indiana Pacers,27.490000000000002,10.0,2.4,3.4,12.4,13.4,5.8,15.8
104,anthony gill,Indiana Pacers,24.494999999999997,5.3,3.3,0.0,8.6,5.3,3.3,8.6
133,thomas bryant,Indiana Pacers,21.494999999999997,10.8,4.6,1.2,15.4,12.0,5.8,16.6
55,deni avdija,Indiana Pacers,31.490000000000002,11.7,6.2,1.7,17.9,13.399999999999999,7.9,19.599999999999998
10,kyle kuzma,Indiana Pacers,35.489999999999995,16.8,7.8,2.7,24.6,19.5,10.5,27.3
35,corey kispert,Indiana Pacers,33.489999999999995,12.0,4.0,1.2,16.0,13.2,5.2,17.2
51,kentavious caldwell-pope,Indiana Pacers,32.489999999999995,11.9,3.0,1.7,14.9,13.6,4.7,16.6
53,royce o'neale,Los Angeles Lakers,31.47,7.0,4.6,2.0,11.6,9.0,6.6,13.6
41,donovan mitchell,Los Angeles Lakers,33.465,25.1,4.8,5.5,29.900000000000002,30.6,10.3,35.4
95,jordan clarkson,Los Angeles Lakers,26.475,15.3,3.5,2.4,18.8,17.7,5.9,21.2
63,rudy gobert,Los Angeles Lakers,31.47,16.8,13.7,1.0,30.5,17.8,14.7,31.5
64,bojan bogdanovic,Los Angeles Lakers,31.47,20.4,4.8,1.2,25.2,21.599999999999998,6.0,26.4
85,mike conley,Los Angeles Lakers,28.47,15.8,3.4,6.5,19.2,22.3,9.9,25.7
109,ben mclemore,Memphis Grizzlies,24.384999999999998,10.7,1.8,1.0,12.5,11.7,2.8,13.5
37,cj elleby,Memphis Grizzlies,33.66,9.4,6.2,0.7,15.600000000000001,10.1,6.9,16.3
16,anfernee simons,Memphis Grizzlies,35.725,21.0,3.1,4.2,24.1,25.2,7.300000000000001,28.3
52,justise winslow,Memphis Grizzlies,32.69,10.0,8.3,2.9,18.3,12.9,11.200000000000001,21.200000000000003
38,josh hart,Memphis Grizzlies,33.489999999999995,13.8,7.1,4.1,20.9,17.9,11.2,25.0
67,jusuf nurkic,Memphis Grizzlies,31.7,14.2,10.5,2.9,24.7,17.099999999999998,13.4,27.599999999999998
3,fred vanvleet,Minnesota Timberwolves,37.85,19.2,4.5,6.5,23.7,25.7,11.0,30.2
9,pascal siakam,Minnesota Timberwolves,36.855000000000004,19.9,8.1,5.2,28.0,25.099999999999998,13.3,33.199999999999996
24,gary trent jr.,Minnesota Timberwolves,34.345,15.9,2.2,2.2,18.1,18.1,4.4,20.3
25,scottie barnes,Minnesota Timberwolves,34.84,12.8,7.0,3.3,19.8,16.1,10.3,23.1
11,og anunoby,Minnesota Timberwolves,35.61,17.1,5.9,2.3,23.0,19.400000000000002,8.2,25.300000000000004
99,kessler edwards,New York Knicks,25.43,6.2,4.5,0.0,10.7,6.2,4.5,10.7
105,andre drummond,New York Knicks,24.395,7.1,10.4,2.2,17.5,9.3,12.600000000000001,19.700000000000003
78,bruce brown,New York Knicks,29.384999999999998,7.9,6.3,1.4,14.2,9.3,7.699999999999999,15.600000000000001
69,cam thomas,New York Knicks,30.365000000000002,12.8,3.9,1.0,16.7,13.8,4.9,17.7
72,patty mills,New York Knicks,31.85,12.2,2.3,2.3,14.5,14.5,4.6,16.8
137,james johnson,New York Knicks,20.45,5.4,3.8,1.5,9.2,6.9,5.3,10.7
45,seth curry,New York Knicks,32.355000000000004,12.6,3.0,3.9,15.6,16.5,6.9,19.5
121,lonnie walker iv,Oklahoma City Thunder,22.490000000000002,10.8,2.2,2.2,13.0,13.0,4.4,15.2
4,dejounte murray,Oklahoma City Thunder,36.480000000000004,19.5,9.3,10.6,28.8,30.1,19.9,39.400000000000006
75,jakob poeltl,Oklahoma City Thunder,29.725,12.2,10.5,2.3,22.7,14.5,12.8,25.0
50,keldon johnson,Oklahoma City Thunder,32.485,16.0,6.4,1.5,22.4,17.5,7.9,23.9
101,doug mcdermott,Oklahoma City Thunder,25.485,13.8,2.9,1.1,16.7,14.9,4.0,17.8
77,devin vassell,Oklahoma City Thunder,29.689999999999998,13.5,5.0,1.1,18.5,14.6,6.1,19.6
13,de'andre hunter,Orlando Magic,35.475,15.0,3.7,1.2,18.7,16.2,4.9,19.9
102,danilo gallinari,Orlando Magic,25.48,12.9,5.1,1.4,18.0,14.3,6.5,19.4
58,kevin huerter,Orlando Magic,31.475,10.6,2.9,2.8,13.5,13.399999999999999,5.699999999999999,16.299999999999997
46,bogdan bogdanovic,Orlando Magic,32.475,13.1,4.8,3.1,17.9,16.2,7.9,21.0
15,trae young,Orlando Magic,35.455,29.7,4.1,9.9,33.8,39.6,14.0,43.7
79,clint capela,Orlando Magic,29.494999999999997,11.4,13.8,1.1,25.200000000000003,12.5,14.9,26.3
139,alperen sengun,Phoenix Suns,20.47,8.1,5.1,3.1,13.2,11.2,8.2,16.299999999999997
94,jae'sean tate,Phoenix Suns,26.47,10.9,5.5,2.0,16.4,12.9,7.5,18.4
60,jalen green,Phoenix Suns,31.465,14.1,3.4,1.7,17.5,15.799999999999999,5.1,19.2
40,christian wood,Phoenix Suns,33.46,17.6,11.0,2.6,28.6,20.200000000000003,13.6,31.200000000000003
54,kevin porter jr.,Phoenix Suns,31.465,14.4,3.8,6.0,18.2,20.4,9.8,24.2
87,eric gordon,Phoenix Suns,28.47,12.3,2.0,2.0,14.3,14.3,4.0,16.3
132,kenyon martin jr.,Phoenix Suns,21.475,9.4,4.3,0.9,13.7,10.3,5.2,14.600000000000001
103,garrison mathews,Phoenix Suns,25.47,10.8,2.6,0.7,13.4,11.5,3.3,14.1
108,steven adams,Portland Trail Blazers,24.47,6.2,8.8,2.5,15.0,8.7,11.3,17.5
136,de'anthony melton,Portland Trail Blazers,20.475,7.8,3.7,2.4,11.5,10.2,6.1,13.899999999999999
73,jaren jackson jr.,Portland Trail Blazers,29.465,18.2,6.2,1.1,24.4,19.3,7.300000000000001,25.5
27,ja morant,Portland Trail Blazers,34.57,27.2,5.5,7.6,32.7,34.8,13.1,40.3
61,desmond bane,Portland Trail Blazers,31.465,19.2,4.6,2.7,23.799999999999997,21.9,7.3,26.5
135,brandon clarke,Portland Trail Blazers,20.475,11.5,6.4,1.5,17.9,13.0,7.9,19.4
112,ziaire williams,Portland Trail Blazers,23.475,7.7,1.7,1.0,9.4,8.7,2.7,10.399999999999999
31,nikola vucevic,Sacramento Kings,34.565,18.8,13.3,3.7,32.1,22.5,17.0,35.8
1,ayo dosunmu,Sacramento Kings,38.575,11.5,4.2,2.8,15.7,14.3,7.0,18.5
117,derrick jones jr.,Sacramento Kings,23.505000000000003,7.5,4.3,0.0,11.8,7.5,4.3,11.8
90,troy brown jr.,Sacramento Kings,27.505000000000003,7.0,4.2,1.1,11.2,8.1,5.300000000000001,12.3
81,javonte green,Sacramento Kings,29.505000000000003,8.5,4.4,1.3,12.9,9.8,5.7,14.200000000000001
2,demar derozan,Sacramento Kings,37.575,28.3,5.2,5.4,33.5,33.7,10.600000000000001,38.900000000000006
23,coby white,Sacramento Kings,34.565,17.4,3.2,3.1,20.599999999999998,20.5,6.300000000000001,23.7
19,josh giddey,San Antonio Spurs,33.965,14.0,8.8,7.2,22.8,21.2,16.0,30.0
116,aleksej pokusevski,San Antonio Spurs,23.225,6.2,5.2,1.3,11.4,7.5,6.5,12.7
68,tre mann,San Antonio Spurs,29.97,12.2,2.7,0.1,14.899999999999999,12.299999999999999,2.8000000000000003,15.0
131,isaiah roby,San Antonio Spurs,21.23,7.5,4.0,0.8,11.5,8.3,4.8,12.3
44,aaron wiggins,San Antonio Spurs,31.965,9.1,5.5,1.2,14.6,10.299999999999999,6.7,15.799999999999999
5,darius bazley,San Antonio Spurs,35.965,11.7,8.2,1.3,19.9,13.0,9.5,21.2
33,karl-anthony towns,Toronto Raptors,33.58,21.9,10.0,3.4,31.9,25.299999999999997,13.4,35.3
106,jarred vanderbilt,Toronto Raptors,24.545,6.4,8.4,1.3,14.8,7.7,9.700000000000001,16.1
66,d'angelo russell,Toronto Raptors,31.575,17.4,2.9,6.2,20.299999999999997,23.599999999999998,9.1,26.499999999999996
76,patrick beverley,Toronto Raptors,29.465,8.5,4.0,5.6,12.5,14.1,9.6,18.1
129,jaden mcdaniels,Toronto Raptors,21.475,8.3,3.5,1.0,11.8,9.3,4.5,12.8
18,anthony edwards,Toronto Raptors,34.58,24.0,4.6,4.2,28.6,28.2,8.8,32.8
8,lebron james,Utah Jazz,36.55,27.8,7.0,6.3,34.8,34.1,13.3,41.1
125,austin reaves,Utah Jazz,22.53,4.9,2.0,1.0,6.9,5.9,3.0,7.9
124,stanley johnson,Utah Jazz,22.53,5.4,2.7,1.3,8.100000000000001,6.7,4.0,9.4
123,talen horton-tucker,Utah Jazz,22.53,7.5,2.4,1.8,9.9,9.3,4.2,11.700000000000001
65,malik monk,Utah Jazz,31.545,14.9,3.3,2.2,18.2,17.1,5.5,20.400000000000002
12,anthony davis,Utah Jazz,35.480000000000004,24.4,9.1,3.7,33.5,28.099999999999998,12.8,37.199999999999996
30,russell westbrook,Utah Jazz,34.55,19.1,7.1,6.1,26.200000000000003,25.200000000000003,13.2,32.300000000000004
122,jalen smith,Washington Wizards,22.405,10.3,7.0,0.0,17.3,10.3,7.0,17.3
74,oshae brissett,Washington Wizards,29.375,9.1,6.4,0.8,15.5,9.9,7.2,16.3
119,terry taylor,Washington Wizards,22.405,8.0,8.2,1.6,16.2,9.6,9.799999999999999,17.799999999999997
113,keifer sykes,Washington Wizards,23.4,7.3,1.8,2.6,9.1,9.9,4.4,11.700000000000001
6,tyrese haliburton,Washington Wizards,36.845,15.9,3.8,7.6,19.7,23.5,11.399999999999999,27.3
20,buddy hield,Washington Wizards,34.85,15.3,4.8,2.2,20.1,17.5,7.0,22.3
