,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
58,luke kennard,Houston Rockets,24.395,10.4,2.6,1.9,13.0,12.3,4.5,14.9
8,reggie jackson,Houston Rockets,34.35,19.9,3.3,4.7,23.2,24.599999999999998,8.0,27.9
44,nicolas batum,Houston Rockets,26.384999999999998,9.2,4.4,1.5,13.6,10.7,5.9,15.1
66,alperen sengun,Los Angeles Clippers,21.555,10.3,5.9,2.9,16.200000000000003,13.200000000000001,8.8,19.1
30,garrison mathews,Los Angeles Clippers,30.45,11.5,3.3,1.1,14.8,12.6,4.4,15.899999999999999
60,kenyon martin jr.,Los Angeles Clippers,23.41,11.3,5.2,1.2,16.5,12.5,6.4,17.7
34,jalen green,Los Angeles Clippers,30.445,12.4,3.3,2.0,15.7,14.4,5.3,17.7
18,christian wood,Los Angeles Clippers,32.489999999999995,20.8,11.3,2.3,32.1,23.1,13.600000000000001,34.400000000000006
25,jae'sean tate,Los Angeles Clippers,31.8,14.8,7.2,2.8,22.0,17.6,10.0,24.8
4,dennis schroder,Los Angeles Clippers,35.754999999999995,18.2,4.6,5.9,22.799999999999997,24.1,10.5,28.700000000000003
12,lamelo ball,Miami Heat,33.59,19.6,6.0,6.7,25.6,26.3,12.7,32.3
2,miles bridges,Miami Heat,35.41,18.7,6.3,3.2,25.0,21.9,9.5,28.2
36,p.j. washington,Miami Heat,29.685000000000002,11.2,6.2,1.4,17.4,12.6,7.6,18.8
38,mason plumlee,Miami Heat,29.415,6.6,8.5,2.9,15.1,9.5,11.4,18.0
39,montrezl harrell,Miami Heat,28.525,14.5,6.8,1.9,21.3,16.4,8.7,23.2
62,kelly oubre jr.,Miami Heat,23.355,12.3,3.1,0.8,15.4,13.100000000000001,3.9000000000000004,16.200000000000003
5,terry rozier,Miami Heat,35.69,20.4,3.6,3.9,24.0,24.299999999999997,7.5,27.9
28,matisse thybulle,Milwaukee Bucks,31.4,5.9,2.6,1.1,8.5,7.0,3.7,9.6
9,tyrese maxey,Milwaukee Bucks,33.335,14.5,2.8,4.2,17.3,18.7,7.0,21.5
6,tobias harris,Milwaukee Bucks,35.325,18.8,7.5,3.4,26.3,22.2,10.9,29.7
42,danny green,Milwaukee Bucks,27.365000000000002,8.7,3.5,1.3,12.2,10.0,4.8,13.5
23,joel embiid,Milwaukee Bucks,32.34,26.8,9.8,3.8,36.6,30.6,13.600000000000001,40.400000000000006
56,georges niang,Milwaukee Bucks,24.425,9.9,3.1,1.4,13.0,11.3,4.5,14.4
7,luka doncic,New Orleans Pelicans,34.785,27.4,9.2,8.5,36.599999999999994,35.9,17.7,45.099999999999994
48,maxi kleber,New Orleans Pelicans,25.33,6.6,4.7,0.9,11.3,7.5,5.6000000000000005,12.2
24,dorian finney-smith,New Orleans Pelicans,32.435,8.8,4.3,1.7,13.100000000000001,10.5,6.0,14.8
57,spencer dinwiddie,New Orleans Pelicans,24.46,10.2,3.8,4.5,14.0,14.7,8.3,18.5
16,jalen brunson,New Orleans Pelicans,33.41,17.4,4.1,5.2,21.5,22.599999999999998,9.3,26.699999999999996
32,reggie bullock,New Orleans Pelicans,30.45,7.6,3.2,0.9,10.8,8.5,4.1000000000000005,11.7
53,dwight powell,New Orleans Pelicans,24.46,9.1,4.8,1.4,13.899999999999999,10.5,6.199999999999999,15.3
65,lindell wigginton,Philadelphia 76ers,22.27,8.2,-0.1,0.0,8.1,8.2,-0.1,8.1
27,bobby portis,Philadelphia 76ers,31.53,16.3,9.1,0.9,25.4,17.2,10.0,26.299999999999997
11,jrue holiday,Philadelphia 76ers,33.519999999999996,16.6,4.5,6.2,21.1,22.8,10.7,27.3
50,wesley matthews,Philadelphia 76ers,24.725,5.0,2.3,-0.0,7.3,5.0,2.3,7.3
21,khris middleton,Philadelphia 76ers,32.519999999999996,19.5,6.0,5.2,25.5,24.7,11.2,30.7
43,jordan nwora,Philadelphia 76ers,27.375,9.7,5.6,1.2,15.299999999999999,10.899999999999999,6.8,16.5
67,serge ibaka,Philadelphia 76ers,20.52,8.2,5.5,1.0,13.7,9.2,6.5,14.7
10,giannis antetokounmpo,Philadelphia 76ers,33.53,28.1,12.2,5.6,40.3,33.7,17.799999999999997,45.900000000000006
19,patty mills,Washington Wizards,33.0,11.8,2.2,2.2,14.0,14.0,4.4,16.2
59,andre drummond,Washington Wizards,24.505000000000003,8.6,10.9,2.3,19.5,10.899999999999999,13.2,21.799999999999997
46,kessler edwards,Washington Wizards,25.54,6.2,4.6,-0.1,10.8,6.1000000000000005,4.5,10.7
20,seth curry,Washington Wizards,32.5,12.5,2.8,3.6,15.3,16.1,6.4,18.900000000000002
40,cam thomas,Washington Wizards,28.490000000000002,11.8,3.7,1.1,15.5,12.9,4.800000000000001,16.6
37,bruce brown,Washington Wizards,29.52,8.5,6.4,1.2,14.9,9.7,7.6000000000000005,16.1
68,james johnson,Washington Wizards,20.54,6.7,4.0,1.5,10.7,8.2,5.5,12.2
