,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
58,donte divincenzo,Denver Nuggets,24.445,8.4,3.0,2.6,11.4,11.0,5.6,14.0
24,harrison barnes,Denver Nuggets,32.42,14.8,5.6,1.9,20.4,16.7,7.5,22.299999999999997
48,davion mitchell,Denver Nuggets,28.435000000000002,10.4,2.2,3.6,12.600000000000001,14.0,5.800000000000001,16.2
11,de'aaron fox,Denver Nuggets,34.415,21.7,3.7,5.1,25.4,26.799999999999997,8.8,30.499999999999996
9,domantas sabonis,Denver Nuggets,34.415,17.6,11.3,4.3,28.900000000000002,21.900000000000002,15.600000000000001,33.2
52,justin holiday,Denver Nuggets,27.43,9.4,2.1,1.8,11.5,11.200000000000001,3.9000000000000004,13.3
61,coby white,Memphis Grizzlies,23.48,11.5,2.1,2.2,13.6,13.7,4.300000000000001,15.799999999999999
14,nikola vucevic,Memphis Grizzlies,34.394999999999996,17.3,10.5,3.4,27.8,20.7,13.9,31.2
12,zach lavine,Memphis Grizzlies,34.394999999999996,24.2,4.6,4.4,28.799999999999997,28.6,9.0,33.2
56,javonte green,Memphis Grizzlies,26.475,7.2,4.3,1.1,11.5,8.3,5.4,12.600000000000001
4,ayo dosunmu,Memphis Grizzlies,35.39,10.5,3.6,3.2,14.1,13.7,6.800000000000001,17.3
3,demar derozan,Memphis Grizzlies,35.39,28.0,5.5,5.6,33.5,33.6,11.1,39.1
51,doug mcdermott,Miami Heat,27.490000000000002,13.3,2.6,1.0,15.9,14.3,3.6,16.900000000000002
47,joshua primo,Miami Heat,29.490000000000002,8.3,1.8,2.0,10.100000000000001,10.3,3.8,12.100000000000001
57,jock landale,Miami Heat,25.490000000000002,8.6,4.2,-0.0,12.8,8.6,4.2,12.8
8,tre jones,Miami Heat,35.485,11.9,3.0,5.2,14.9,17.1,8.2,20.1
42,lonnie walker iv,Miami Heat,29.490000000000002,14.6,2.6,2.4,17.2,17.0,5.0,19.6
28,devin vassell,Miami Heat,32.485,14.6,5.0,1.6,19.6,16.2,6.6,21.2
0,kyrie irving,Milwaukee Bucks,36.46,26.1,4.4,5.1,30.5,31.200000000000003,9.5,35.6
67,lamarcus aldridge,Milwaukee Bucks,20.740000000000002,11.4,4.5,0.7,15.9,12.1,5.2,16.6
59,andre drummond,Milwaukee Bucks,23.740000000000002,7.1,9.6,2.2,16.7,9.3,11.8,18.9
50,james johnson,Milwaukee Bucks,26.59,7.1,5.2,2.2,12.3,9.3,7.4,14.5
76,patty mills,Milwaukee Bucks,21.134999999999998,8.1,1.4,1.7,9.5,9.799999999999999,3.0999999999999996,11.2
17,seth curry,Milwaukee Bucks,32.585,12.5,2.8,3.8,15.3,16.3,6.6,19.1
30,bruce brown,Milwaukee Bucks,30.735,10.2,7.6,1.8,17.799999999999997,12.0,9.4,19.6
38,monte morris,Sacramento Kings,29.560000000000002,12.9,2.5,4.4,15.4,17.3,6.9,19.8
72,jeff green,Sacramento Kings,20.545,8.5,2.4,1.0,10.9,9.5,3.4,11.9
13,nikola jokic,Sacramento Kings,34.57,28.0,15.4,8.9,43.4,36.9,24.3,52.3
69,zeke nnaji,Sacramento Kings,21.545,8.2,4.1,0.0,12.299999999999999,8.2,4.1,12.299999999999999
20,aaron gordon,Sacramento Kings,32.57,13.8,5.5,2.6,19.3,16.400000000000002,8.1,21.900000000000002
27,will barton,Sacramento Kings,32.57,17.2,5.0,3.6,22.2,20.8,8.6,25.8
7,jimmy butler,San Antonio Spurs,35.489999999999995,24.2,6.5,5.1,30.7,29.299999999999997,11.6,35.8
18,bam adebayo,San Antonio Spurs,33.489999999999995,20.1,10.8,4.0,30.900000000000002,24.1,14.8,34.900000000000006
65,duncan robinson,San Antonio Spurs,21.494999999999997,9.2,2.6,1.1,11.799999999999999,10.299999999999999,3.7,12.899999999999999
49,p.j. tucker,San Antonio Spurs,28.490000000000002,6.8,5.4,1.6,12.2,8.4,7.0,13.8
23,tyler herro,San Antonio Spurs,32.489999999999995,22.0,5.2,3.2,27.2,25.2,8.4,30.4
26,kyle lowry,San Antonio Spurs,32.489999999999995,12.6,4.2,7.0,16.8,19.6,11.2,23.8
36,kevin huerter,Toronto Raptors,30.775,12.0,2.7,3.3,14.7,15.3,6.0,18.0
37,danilo gallinari,Toronto Raptors,30.735,14.8,5.8,1.7,20.6,16.5,7.5,22.3
44,bogdan bogdanovic,Toronto Raptors,29.43,14.0,4.1,3.3,18.1,17.3,7.3999999999999995,21.4
45,clint capela,Toronto Raptors,29.435000000000002,10.5,13.9,0.9,24.4,11.4,14.8,25.3
6,trae young,Toronto Raptors,35.394999999999996,24.8,3.4,9.2,28.2,34.0,12.6,37.4
25,de'andre hunter,Toronto Raptors,32.405,12.7,2.9,0.9,15.6,13.6,3.8,16.5
22,jarrett allen,Washington Wizards,32.7,16.5,9.9,1.7,26.4,18.2,11.6,28.1
31,brandon goodwin,Washington Wizards,31.695,6.4,4.3,5.3,10.7,11.7,9.6,16.0
19,evan mobley,Washington Wizards,33.83,14.8,8.1,2.1,22.9,16.900000000000002,10.2,25.0
75,cedi osman,Washington Wizards,20.130000000000003,8.9,1.8,1.1,10.700000000000001,10.0,2.9000000000000004,11.8
39,isaac okoro,Washington Wizards,29.685000000000002,8.2,3.1,1.4,11.299999999999999,9.6,4.5,12.7
46,lauri markkanen,Washington Wizards,29.685000000000002,14.2,5.1,1.5,19.299999999999997,15.7,6.6,20.799999999999997
