,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
94,clint capela,Indiana Pacers,24.494999999999997,9.1,10.9,0.9,20.0,10.0,11.8,20.9
61,kevin huerter,Indiana Pacers,30.305,10.9,2.6,2.6,13.5,13.5,5.2,16.1
15,trae young,Indiana Pacers,35.489999999999995,27.8,3.9,9.3,31.7,37.1,13.200000000000001,41.0
26,desmond bane,Los Angeles Clippers,33.620000000000005,21.0,4.7,2.1,25.7,23.1,6.800000000000001,27.8
74,jaren jackson jr.,Los Angeles Clippers,28.645,14.7,5.7,0.8,20.4,15.5,6.5,21.2
24,ja morant,Los Angeles Clippers,33.685,28.0,6.4,7.5,34.4,35.5,13.9,41.9
81,steven adams,Los Angeles Clippers,26.535,6.8,9.5,3.1,16.3,9.9,12.6,19.4
57,ziaire williams,Los Angeles Clippers,30.689999999999998,10.1,2.7,1.2,12.8,11.299999999999999,3.9000000000000004,14.0
78,grayson allen,Los Angeles Lakers,27.58,9.5,3.9,1.0,13.4,10.5,4.9,14.4
36,khris middleton,Los Angeles Lakers,32.7,19.7,5.9,5.2,25.6,24.9,11.100000000000001,30.799999999999997
95,pat connaughton,Los Angeles Lakers,24.55,7.7,4.0,0.9,11.7,8.6,4.9,12.6
68,jrue holiday,Los Angeles Lakers,29.725,18.1,5.2,6.6,23.3,24.700000000000003,11.8,29.900000000000002
48,bobby portis,Los Angeles Lakers,31.75,17.1,9.3,1.1,26.400000000000002,18.200000000000003,10.4,27.500000000000004
51,giannis antetokounmpo,Los Angeles Lakers,32.025,30.2,12.5,5.2,42.7,35.4,17.7,47.9
55,norman powell,Memphis Grizzlies,31.515,17.9,2.8,1.9,20.7,19.799999999999997,4.699999999999999,22.599999999999998
98,nicolas batum,Memphis Grizzlies,23.490000000000002,5.9,4.2,1.6,10.100000000000001,7.5,5.800000000000001,11.7
107,luke kennard,Memphis Grizzlies,23.490000000000002,9.4,2.1,1.8,11.5,11.200000000000001,3.9000000000000004,13.3
110,ivica zubac,Memphis Grizzlies,22.490000000000002,8.5,6.2,0.9,14.7,9.4,7.1000000000000005,15.600000000000001
96,robert covington,Memphis Grizzlies,24.53,5.6,4.0,0.8,9.6,6.3999999999999995,4.8,10.399999999999999
58,reggie jackson,Memphis Grizzlies,30.48,16.9,2.8,3.8,19.7,20.7,6.6,23.5
7,lebron james,Milwaukee Bucks,35.415,33.2,8.4,6.5,41.6,39.7,14.9,48.1
16,anthony davis,Milwaukee Bucks,34.64,20.8,8.6,2.6,29.4,23.400000000000002,11.2,32.0
19,russell westbrook,Milwaukee Bucks,34.345,18.9,6.7,7.3,25.599999999999998,26.2,14.0,32.9
112,stanley johnson,Milwaukee Bucks,22.48,5.9,3.1,1.6,9.0,7.5,4.7,10.6
122,austin reaves,Milwaukee Bucks,20.475,3.9,2.2,1.0,6.1,4.9,3.2,7.1000000000000005
37,malik monk,Milwaukee Bucks,32.435,13.4,3.7,2.8,17.1,16.2,6.5,19.9
71,maurice harkless,Minnesota Timberwolves,29.485,7.9,4.0,0.0,11.9,7.9,4.0,11.9
116,chimezie metu,Minnesota Timberwolves,22.490000000000002,9.7,6.3,0.9,16.0,10.6,7.2,16.9
115,marvin bagley iii,Minnesota Timberwolves,22.490000000000002,8.0,7.0,0.0,15.0,8.0,7.0,15.0
14,harrison barnes,Minnesota Timberwolves,35.485,16.0,6.0,2.7,22.0,18.7,8.7,24.7
31,de'aaron fox,Minnesota Timberwolves,33.485,21.3,3.7,4.8,25.0,26.1,8.5,29.8
32,davion mitchell,Minnesota Timberwolves,33.485,12.9,2.6,4.0,15.5,16.9,6.6,19.5
87,richaun holmes,Minnesota Timberwolves,25.490000000000002,11.1,8.1,0.9,19.2,12.0,9.0,20.1
46,jae'sean tate,New Orleans Pelicans,31.625,14.6,6.2,2.8,20.8,17.4,9.0,23.599999999999998
111,kenyon martin jr.,New Orleans Pelicans,22.244999999999997,10.5,4.1,1.2,14.6,11.7,5.3,15.799999999999999
109,josh christopher,New Orleans Pelicans,22.46,8.4,2.3,1.7,10.7,10.1,4.0,12.399999999999999
44,kevin porter jr.,New Orleans Pelicans,31.335,14.5,4.2,6.1,18.7,20.6,10.3,24.8
99,alperen sengun,New Orleans Pelicans,23.505000000000003,11.2,5.5,3.8,16.7,15.0,9.3,20.5
47,jalen green,New Orleans Pelicans,31.775,14.4,3.4,2.1,17.8,16.5,5.5,19.9
22,christian wood,New Orleans Pelicans,33.355000000000004,20.8,9.9,2.6,30.700000000000003,23.400000000000002,12.5,33.300000000000004
66,garrison mathews,New Orleans Pelicans,29.58,12.9,2.8,1.0,15.7,13.9,3.8,16.7
9,nikola jokic,New York Knicks,34.845,23.5,13.6,7.2,37.1,30.7,20.8,44.3
120,austin rivers,New York Knicks,20.02,4.8,1.3,0.9,6.1,5.7,2.2,7.0
20,will barton,New York Knicks,33.85,15.4,4.8,4.2,20.2,19.6,9.0,24.400000000000002
119,jeff green,New York Knicks,20.994999999999997,7.3,2.1,0.8,9.4,8.1,2.9000000000000004,10.2
50,monte morris,New York Knicks,30.884999999999998,12.3,2.7,4.2,15.0,16.5,6.9,19.2
23,aaron gordon,New York Knicks,32.875,15.9,5.6,2.9,21.5,18.8,8.5,24.4
69,ben mclemore,Orlando Magic,29.494999999999997,11.7,2.2,1.1,13.899999999999999,12.799999999999999,3.3000000000000003,15.0
5,anfernee simons,Orlando Magic,36.495000000000005,18.3,3.5,4.0,21.8,22.3,7.5,25.8
75,justise winslow,Orlando Magic,28.494999999999997,8.3,7.4,2.4,15.700000000000001,10.700000000000001,9.8,18.1
53,jusuf nurkic,Orlando Magic,31.494999999999997,14.3,12.5,2.5,26.8,16.8,15.0,29.3
86,dennis smith jr.,Orlando Magic,25.494999999999997,8.4,3.5,5.1,11.9,13.5,8.6,17.0
70,trendon watford,Orlando Magic,29.494999999999997,11.1,7.0,2.3,18.1,13.399999999999999,9.3,20.4
79,jae crowder,Philadelphia 76ers,28.0,7.8,4.9,1.2,12.7,9.0,6.1000000000000005,13.9
12,chris paul,Philadelphia 76ers,36.0,15.0,4.2,10.3,19.2,25.3,14.5,29.5
102,cameron johnson,Philadelphia 76ers,23.5,10.8,3.8,1.0,14.600000000000001,11.8,4.8,15.600000000000001
11,mikal bridges,Philadelphia 76ers,36.0,14.4,4.8,2.2,19.2,16.6,7.0,21.400000000000002
3,devin booker,Philadelphia 76ers,37.0,27.8,6.3,4.4,34.1,32.2,10.7,38.5
80,deandre ayton,Philadelphia 76ers,28.0,16.5,9.2,1.1,25.7,17.6,10.299999999999999,26.8
83,matisse thybulle,Phoenix Suns,26.605,5.5,2.5,0.7,8.0,6.2,3.2,8.7
8,tobias harris,Phoenix Suns,35.45,17.0,7.0,3.1,24.0,20.1,10.1,27.1
6,seth curry,Phoenix Suns,35.535,14.1,3.3,3.1,17.4,17.2,6.4,20.5
117,danny green,Phoenix Suns,22.525,6.4,2.8,0.8,9.2,7.2,3.5999999999999996,10.0
27,joel embiid,Phoenix Suns,33.57,27.8,10.4,5.1,38.2,32.9,15.5,43.3
4,tyrese maxey,Phoenix Suns,36.535,16.7,3.0,4.3,19.7,21.0,7.3,24.0
39,jalen suggs,Portland Trail Blazers,32.510000000000005,14.5,3.8,5.2,18.3,19.7,9.0,23.5
90,mo bamba,Portland Trail Blazers,25.485,10.1,7.3,0.9,17.4,11.0,8.2,18.3
25,cole anthony,Portland Trail Blazers,33.485,16.8,5.3,6.9,22.1,23.700000000000003,12.2,29.000000000000004
93,gary harris,Portland Trail Blazers,24.485,8.6,1.5,1.2,10.1,9.799999999999999,2.7,11.299999999999999
35,wendell carter jr.,Portland Trail Blazers,32.485,17.3,10.9,2.6,28.200000000000003,19.900000000000002,13.5,30.800000000000004
97,chuma okeke,Portland Trail Blazers,24.485,8.0,4.3,1.3,12.3,9.3,5.6,13.600000000000001
38,franz wagner,Portland Trail Blazers,32.510000000000005,17.1,4.1,2.9,21.200000000000003,20.0,7.0,24.1
76,patrick beverley,Sacramento Kings,28.445,9.8,4.5,5.8,14.3,15.600000000000001,10.3,20.1
82,jarred vanderbilt,Sacramento Kings,26.439999999999998,5.9,8.5,1.2,14.4,7.1000000000000005,9.7,15.600000000000001
30,karl-anthony towns,Sacramento Kings,33.555,24.2,10.7,4.1,34.9,28.299999999999997,14.799999999999999,39.0
18,anthony edwards,Sacramento Kings,34.489999999999995,25.1,4.6,3.0,29.700000000000003,28.1,7.6,32.7
56,d'angelo russell,Sacramento Kings,31.565,20.9,3.6,6.5,24.5,27.4,10.1,31.0
