,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
101,frank jackson,Dallas Mavericks,21.145,9.6,1.3,0.7,10.9,10.299999999999999,2.0,11.6
106,nerlens noel,Denver Nuggets,20.455,2.7,4.5,0.7,7.2,3.4000000000000004,5.2,7.9
10,julius randle,Denver Nuggets,34.144999999999996,16.7,9.4,3.6,26.1,20.3,13.0,29.700000000000003
108,immanuel quickley,Denver Nuggets,20.95,8.9,2.2,3.0,11.100000000000001,11.9,5.2,14.100000000000001
78,alec burks,Denver Nuggets,22.455,8.9,3.7,2.1,12.600000000000001,11.0,5.800000000000001,14.7
25,rj barrett,Denver Nuggets,32.92,16.2,5.0,2.7,21.2,18.9,7.7,23.9
95,mitchell robinson,Denver Nuggets,24.939999999999998,8.5,7.3,-0.0,15.8,8.5,7.3,15.8
65,evan fournier,Denver Nuggets,27.155,13.0,2.5,1.9,15.5,14.9,4.4,17.4
102,dwight powell,Detroit Pistons,28.075,10.0,6.1,1.3,16.1,11.3,7.3999999999999995,17.4
5,jalen brunson,Detroit Pistons,35.705,16.7,4.4,6.3,21.1,23.0,10.7,27.4
76,reggie bullock,Detroit Pistons,28.515,7.5,3.3,1.1,10.8,8.6,4.4,11.899999999999999
6,dorian finney-smith,Detroit Pistons,34.72,9.8,5.1,1.9,14.9,11.700000000000001,7.0,16.8
4,luka doncic,Detroit Pistons,37.6,26.4,10.4,9.8,36.8,36.2,20.200000000000003,46.6
46,herbert jones,Houston Rockets,30.86,11.3,3.7,2.0,15.0,13.3,5.7,17.0
44,devonte' graham,Houston Rockets,30.759999999999998,13.7,2.4,4.6,16.099999999999998,18.299999999999997,7.0,20.699999999999996
41,jonas valanciunas,Houston Rockets,30.96,20.0,12.4,2.7,32.4,22.7,15.100000000000001,35.1
30,josh hart,Houston Rockets,32.955,14.5,7.6,4.0,22.1,18.5,11.6,26.1
27,brandon ingram,Houston Rockets,32.575,21.5,4.8,4.0,26.3,25.5,8.8,30.3
88,nickeil alexander-walker,Houston Rockets,21.04,10.0,2.3,2.4,12.3,12.4,4.699999999999999,14.7
22,trae young,Indiana Pacers,34.0,26.8,3.8,8.8,30.6,35.6,12.600000000000001,39.4
37,john collins,Indiana Pacers,30.8,15.6,6.8,1.5,22.4,17.1,8.3,23.900000000000002
75,de'andre hunter,Indiana Pacers,27.57,13.9,2.6,0.9,16.5,14.8,3.5,17.400000000000002
79,clint capela,Indiana Pacers,25.14,9.3,11.0,1.0,20.3,10.3,12.0,21.3
68,bogdan bogdanovic,Indiana Pacers,28.03,11.8,3.8,2.6,15.600000000000001,14.4,6.4,18.2
69,kevin huerter,Indiana Pacers,28.814999999999998,10.3,2.6,2.5,12.9,12.8,5.1,15.4
59,desmond bane,Los Angeles Clippers,31.05,19.0,4.5,1.8,23.5,20.8,6.3,25.3
89,steven adams,Los Angeles Clippers,25.48,6.3,9.1,3.0,15.399999999999999,9.3,12.1,18.4
71,jaren jackson jr.,Los Angeles Clippers,27.585,14.4,5.5,0.9,19.9,15.3,6.4,20.8
40,ja morant,Los Angeles Clippers,32.114999999999995,26.6,6.2,7.3,32.800000000000004,33.9,13.5,40.1
110,ziaire williams,Los Angeles Clippers,25.125,8.2,2.2,1.0,10.399999999999999,9.2,3.2,11.399999999999999
72,grayson allen,Los Angeles Lakers,27.15,9.4,3.7,1.0,13.100000000000001,10.4,4.7,14.100000000000001
54,khris middleton,Los Angeles Lakers,31.285,18.8,5.6,5.0,24.4,23.8,10.6,29.4
84,bobby portis,Los Angeles Lakers,28.83,15.8,8.4,1.1,24.200000000000003,16.900000000000002,9.5,25.300000000000004
74,pat connaughton,Los Angeles Lakers,25.615000000000002,8.0,4.4,1.0,12.4,9.0,5.4,13.4
38,jrue holiday,Los Angeles Lakers,30.305,18.6,5.2,6.6,23.8,25.200000000000003,11.8,30.400000000000002
50,giannis antetokounmpo,Los Angeles Lakers,31.105,29.4,12.0,5.2,41.4,34.6,17.2,46.6
100,ivica zubac,Memphis Grizzlies,22.975,8.5,6.4,1.0,14.9,9.5,7.4,15.9
64,luke kennard,Memphis Grizzlies,25.755000000000003,10.7,2.5,1.9,13.2,12.6,4.4,15.1
99,nicolas batum,Memphis Grizzlies,23.175,6.2,4.1,1.6,10.3,7.800000000000001,5.699999999999999,11.9
57,terance mann,Memphis Grizzlies,23.53,7.3,3.7,1.7,11.0,9.0,5.4,12.7
39,reggie jackson,Memphis Grizzlies,30.490000000000002,16.6,2.8,3.9,19.400000000000002,20.5,6.699999999999999,23.3
48,robert covington,Memphis Grizzlies,27.04,6.1,4.2,0.9,10.3,7.0,5.1000000000000005,11.2
24,norman powell,Memphis Grizzlies,31.53,17.7,2.8,1.9,20.5,19.599999999999998,4.699999999999999,22.4
9,russell westbrook,Milwaukee Bucks,33.835,19.2,6.9,7.1,26.1,26.299999999999997,14.0,33.199999999999996
11,lebron james,Milwaukee Bucks,34.4,32.4,8.1,6.2,40.5,38.6,14.3,46.7
86,malik monk,Milwaukee Bucks,28.925,12.0,3.2,2.6,15.2,14.6,5.800000000000001,17.8
21,anthony davis,Milwaukee Bucks,33.625,20.5,8.2,2.5,28.7,23.0,10.7,31.2
20,de'aaron fox,Minnesota Timberwolves,33.375,21.3,3.6,4.8,24.900000000000002,26.1,8.4,29.700000000000003
19,harrison barnes,Minnesota Timberwolves,32.015,14.2,5.4,2.3,19.6,16.5,7.7,21.9
87,davion mitchell,Minnesota Timberwolves,25.675,9.6,1.9,3.1,11.5,12.7,5.0,14.6
93,richaun holmes,Minnesota Timberwolves,24.67,10.5,7.6,0.9,18.1,11.4,8.5,19.0
66,buddy hield,Minnesota Timberwolves,25.380000000000003,12.1,3.5,1.8,15.6,13.9,5.3,17.4
16,tyrese haliburton,Minnesota Timberwolves,33.504999999999995,14.2,3.5,8.2,17.7,22.4,11.7,25.9
114,garrison mathews,New Orleans Pelicans,23.58,10.4,2.2,0.8,12.600000000000001,11.200000000000001,3.0,13.400000000000002
36,christian wood,New Orleans Pelicans,31.855,19.8,9.4,2.4,29.200000000000003,22.2,11.8,31.6
62,jalen green,New Orleans Pelicans,30.275,13.5,3.2,2.0,16.7,15.5,5.2,18.7
70,jae'sean tate,New Orleans Pelicans,29.12,13.2,5.7,2.5,18.9,15.7,8.2,21.4
45,kevin porter jr.,New Orleans Pelicans,30.33,14.1,4.0,6.0,18.1,20.1,10.0,24.1
43,will barton,New York Knicks,31.85,14.2,4.6,3.9,18.799999999999997,18.099999999999998,8.5,22.699999999999996
42,aaron gordon,New York Knicks,31.375,15.2,5.2,2.7,20.4,17.9,7.9,23.099999999999998
96,jeff green,New York Knicks,21.994999999999997,7.7,2.3,0.8,10.0,8.5,3.0999999999999996,10.8
26,nikola jokic,New York Knicks,32.845,22.1,12.8,7.1,34.900000000000006,29.200000000000003,19.9,42.0
51,monte morris,New York Knicks,29.884999999999998,12.1,2.5,4.2,14.6,16.3,6.7,18.8
0,cj mccollum,Orlando Magic,42.42,21.5,4.9,5.6,26.4,27.1,10.5,32.0
3,jusuf nurkic,Orlando Magic,37.295,17.5,14.6,2.8,32.1,20.3,17.4,34.9
2,anfernee simons,Orlando Magic,38.92,19.8,3.7,4.2,23.5,24.0,7.9,27.7
15,chris paul,Philadelphia 76ers,34.519999999999996,14.6,4.0,10.0,18.6,24.6,14.0,28.6
31,devin booker,Philadelphia 76ers,33.905,25.2,5.9,4.0,31.1,29.2,9.9,35.1
35,deandre ayton,Philadelphia 76ers,30.575,18.0,10.1,1.2,28.1,19.2,11.299999999999999,29.299999999999997
8,mikal bridges,Philadelphia 76ers,35.55,13.9,4.8,2.2,18.7,16.1,7.0,20.900000000000002
77,cameron johnson,Philadelphia 76ers,27.244999999999997,12.2,4.4,1.2,16.6,13.399999999999999,5.6000000000000005,17.799999999999997
67,jae crowder,Philadelphia 76ers,28.58,8.1,4.8,1.2,12.899999999999999,9.299999999999999,6.0,14.099999999999998
28,tobias harris,Phoenix Suns,33.415,15.7,6.5,2.8,22.2,18.5,9.3,25.0
105,danny green,Phoenix Suns,22.060000000000002,5.9,2.7,0.7,8.600000000000001,6.6000000000000005,3.4000000000000004,9.3
53,joel embiid,Phoenix Suns,31.535,25.9,9.8,4.9,35.7,30.799999999999997,14.700000000000001,40.599999999999994
103,matisse thybulle,Phoenix Suns,24.58,5.1,2.4,0.7,7.5,5.8,3.0999999999999996,8.2
32,seth curry,Phoenix Suns,32.965,13.0,3.2,2.9,16.2,15.9,6.1,19.1
17,tyrese maxey,Phoenix Suns,33.875,15.4,2.9,4.0,18.3,19.4,6.9,22.299999999999997
112,chuma okeke,Portland Trail Blazers,21.53,6.8,3.7,1.2,10.5,8.0,4.9,11.7
60,wendell carter jr.,Portland Trail Blazers,30.025,15.9,10.0,2.4,25.9,18.3,12.4,28.3
94,terrence ross,Portland Trail Blazers,22.035,9.5,2.4,1.8,11.9,11.3,4.2,13.700000000000001
33,franz wagner,Portland Trail Blazers,32.025,16.5,4.2,2.9,20.7,19.4,7.1,23.599999999999998
82,mo bamba,Portland Trail Blazers,25.035,10.0,7.3,0.9,17.3,10.9,8.2,18.2
73,jalen suggs,Portland Trail Blazers,29.525,13.0,3.4,4.7,16.4,17.7,8.1,21.099999999999998
58,gary harris,Portland Trail Blazers,26.985,9.6,1.7,1.5,11.299999999999999,11.1,3.2,12.799999999999999
29,cole anthony,Portland Trail Blazers,31.53,15.2,4.9,6.5,20.1,21.7,11.4,26.6
97,patrick beverley,Sacramento Kings,25.005000000000003,8.4,4.1,5.1,12.5,13.5,9.2,17.6
92,jarred vanderbilt,Sacramento Kings,25.490000000000002,5.9,8.1,1.2,14.0,7.1000000000000005,9.299999999999999,15.2
14,anthony edwards,Sacramento Kings,34.055,24.3,4.7,3.0,29.0,27.3,7.7,32.0
83,jaden mcdaniels,Sacramento Kings,22.52,7.1,3.5,0.8,10.6,7.8999999999999995,4.3,11.399999999999999
80,malik beasley,Sacramento Kings,22.455,12.3,2.6,1.0,14.9,13.3,3.6,15.9
52,d'angelo russell,Sacramento Kings,30.625,20.1,3.4,6.3,23.5,26.400000000000002,9.7,29.8
18,karl-anthony towns,Sacramento Kings,33.120000000000005,24.0,10.4,4.0,34.4,28.0,14.4,38.4
