,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
41,evan mobley,Philadelphia 76ers,32.335,12.7,7.6,2.1,20.299999999999997,14.799999999999999,9.7,22.4
103,chuma okeke,Phoenix Suns,23.435000000000002,7.1,4.1,1.0,11.2,8.1,5.1,12.2
59,wendell carter jr.,Phoenix Suns,31.439999999999998,13.9,10.8,3.2,24.700000000000003,17.1,14.0,27.900000000000002
78,gary harris,Phoenix Suns,27.425,9.6,1.8,1.1,11.4,10.7,2.9000000000000004,12.5
92,mo bamba,Phoenix Suns,25.43,8.6,7.7,1.3,16.3,9.9,9.0,17.6
48,jalen suggs,Phoenix Suns,32.435,15.0,3.9,4.4,18.9,19.4,8.3,23.299999999999997
40,franz wagner,Phoenix Suns,32.435,15.0,4.2,2.2,19.2,17.2,6.4,21.4
31,cole anthony,Phoenix Suns,33.435,17.9,5.3,5.8,23.2,23.7,11.1,29.0
106,rui hachimura,Sacramento Kings,22.475,9.5,3.2,1.5,12.7,11.0,4.7,14.2
21,kyle kuzma,Sacramento Kings,34.59,16.8,9.0,3.0,25.8,19.8,12.0,28.8
98,spencer dinwiddie,Sacramento Kings,24.685000000000002,10.4,4.0,4.5,14.4,14.9,8.5,18.9
83,corey kispert,Sacramento Kings,27.47,8.7,3.1,1.1,11.799999999999999,9.799999999999999,4.2,12.899999999999999
56,kentavious caldwell-pope,Sacramento Kings,31.585,13.1,3.4,1.6,16.5,14.7,5.0,18.099999999999998
79,deni avdija,Sacramento Kings,27.47,9.0,5.1,1.4,14.1,10.4,6.5,15.5
115,thomas bryant,Sacramento Kings,21.475,9.8,5.2,1.4,15.0,11.200000000000001,6.6,16.400000000000002
86,raul neto,Sacramento Kings,25.47,9.5,2.3,3.5,11.8,13.0,5.8,15.3
30,brandon ingram,San Antonio Spurs,33.71,22.2,5.4,4.3,27.6,26.5,9.7,31.9
123,jaxson hayes,San Antonio Spurs,20.365000000000002,10.7,4.8,0.0,15.5,10.7,4.8,15.5
45,herbert jones,San Antonio Spurs,32.465,8.7,3.6,2.0,12.299999999999999,10.7,5.6,14.299999999999999
53,jonas valanciunas,San Antonio Spurs,31.240000000000002,19.1,13.3,2.9,32.400000000000006,22.0,16.2,35.3
32,cj mccollum,San Antonio Spurs,33.685,20.3,4.0,4.4,24.3,24.700000000000003,8.4,28.700000000000003
51,devonte' graham,San Antonio Spurs,31.3,13.8,2.7,4.0,16.5,17.8,6.7,20.5
122,jeff green,Toronto Raptors,20.935000000000002,7.4,2.4,0.8,9.8,8.200000000000001,3.2,10.600000000000001
37,will barton,Toronto Raptors,33.254999999999995,16.1,4.8,4.6,20.900000000000002,20.700000000000003,9.399999999999999,25.500000000000004
24,nikola jokic,Toronto Raptors,34.25,23.4,14.4,7.3,37.8,30.7,21.7,45.1
97,zeke nnaji,Toronto Raptors,24.045,11.1,4.9,-0.0,16.0,11.1,4.9,16.0
38,aaron gordon,Toronto Raptors,32.285,16.1,5.6,3.1,21.700000000000003,19.200000000000003,8.7,24.800000000000004
91,facundo campazzo,Toronto Raptors,25.05,5.9,2.0,3.7,7.9,9.600000000000001,5.7,11.600000000000001
125,bones hyland,Toronto Raptors,20.04,7.8,2.5,2.2,10.3,10.0,4.7,12.5
20,harrison barnes,Washington Wizards,34.415,18.7,6.4,2.5,25.1,21.2,8.9,27.6
27,domantas sabonis,Washington Wizards,34.415,20.4,12.3,5.2,32.7,25.599999999999998,17.5,37.9
90,justin holiday,Washington Wizards,25.439999999999998,8.7,2.3,1.5,11.0,10.2,3.8,12.5
77,davion mitchell,Washington Wizards,27.435000000000002,10.3,2.2,3.3,12.5,13.600000000000001,5.5,15.8
124,jeremy lamb,Washington Wizards,20.45,8.0,2.8,1.3,10.8,9.3,4.1,12.100000000000001
19,de'aaron fox,Washington Wizards,34.415,22.3,3.8,4.8,26.1,27.1,8.6,30.900000000000002
