,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
60,garrison mathews,Los Angeles Clippers,22.564999999999998,8.4,2.3,0.7,10.7,9.1,3.0,11.399999999999999
10,brandon ingram,Los Angeles Lakers,34.405,21.6,5.3,4.6,26.900000000000002,26.200000000000003,9.899999999999999,31.500000000000004
46,jaxson hayes,Los Angeles Lakers,25.405,12.3,5.1,-0.0,17.4,12.3,5.1,17.4
53,tony snell,Los Angeles Lakers,23.41,2.5,3.1,-0.0,5.6,2.5,3.1,5.6
50,devonte' graham,Los Angeles Lakers,24.405,11.3,2.2,3.7,13.5,15.0,5.9,17.2
2,cj mccollum,Los Angeles Lakers,36.4,21.4,4.6,5.2,26.0,26.599999999999998,9.8,31.199999999999996
28,herbert jones,Los Angeles Lakers,31.41,9.7,4.2,2.2,13.899999999999999,11.899999999999999,6.4,16.099999999999998
29,jonas valanciunas,Los Angeles Lakers,30.415,16.4,11.2,2.4,27.599999999999998,18.799999999999997,13.6,29.999999999999996
39,carmelo anthony,New Orleans Pelicans,27.54,11.5,3.8,0.9,15.3,12.4,4.7,16.2
45,malik monk,New Orleans Pelicans,25.43,11.0,2.7,2.1,13.7,13.1,4.800000000000001,15.8
41,talen horton-tucker,New Orleans Pelicans,27.54,8.8,3.0,2.6,11.8,11.4,5.6,14.4
30,austin reaves,New Orleans Pelicans,29.42,6.1,2.9,1.6,9.0,7.699999999999999,4.5,10.6
6,lebron james,New Orleans Pelicans,35.55,29.1,6.7,5.5,35.800000000000004,34.6,12.2,41.300000000000004
12,russell westbrook,New Orleans Pelicans,33.55,19.7,7.1,6.9,26.799999999999997,26.6,14.0,33.7
55,dwight howard,New Orleans Pelicans,23.535,8.5,9.1,0.0,17.6,8.5,9.1,17.6
51,austin rivers,Portland Trail Blazers,23.380000000000003,5.7,1.5,1.3,7.2,7.0,2.8,8.5
23,monte morris,Portland Trail Blazers,30.4,12.7,2.5,4.6,15.2,17.299999999999997,7.1,19.799999999999997
62,jeff green,Portland Trail Blazers,21.43,9.0,2.3,0.9,11.3,9.9,3.1999999999999997,12.2
16,will barton,Portland Trail Blazers,32.33,14.7,4.6,3.9,19.299999999999997,18.599999999999998,8.5,23.199999999999996
14,aaron gordon,Portland Trail Blazers,32.33,15.1,5.9,2.9,21.0,18.0,8.8,23.9
0,nikola jokic,Portland Trail Blazers,35.885000000000005,28.7,13.7,7.8,42.4,36.5,21.5,50.2
