,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
32,chimezie metu,Minnesota Timberwolves,31.03,13.2,8.6,1.3,21.799999999999997,14.5,9.9,23.1
5,harrison barnes,Minnesota Timberwolves,35.035,15.9,5.9,2.7,21.8,18.6,8.600000000000001,24.5
54,damian jones,Minnesota Timberwolves,21.945,7.7,4.9,0.8,12.600000000000001,8.5,5.7,13.4
0,fred vanvleet,Oklahoma City Thunder,38.445,19.0,4.6,7.6,23.6,26.6,12.2,31.200000000000003
17,og anunoby,Oklahoma City Thunder,35.7,16.1,5.6,1.9,21.700000000000003,18.0,7.5,23.6
2,pascal siakam,Oklahoma City Thunder,37.45,22.2,9.2,4.9,31.4,27.1,14.1,36.3
3,scottie barnes,Oklahoma City Thunder,36.445,15.2,8.3,3.2,23.5,18.4,11.5,26.7
15,gary trent jr.,Oklahoma City Thunder,35.45,16.4,2.4,2.1,18.799999999999997,18.5,4.5,20.9
71,stanley johnson,Portland Trail Blazers,21.465,5.7,2.9,1.6,8.6,7.300000000000001,4.5,10.200000000000001
4,lebron james,Portland Trail Blazers,36.394999999999996,31.3,7.3,7.2,38.6,38.5,14.5,45.8
30,malik monk,Portland Trail Blazers,32.42,15.0,3.8,3.0,18.8,18.0,6.8,21.8
29,russell westbrook,Portland Trail Blazers,33.825,17.7,6.6,7.6,24.299999999999997,25.299999999999997,14.2,31.9
16,anthony davis,Portland Trail Blazers,35.614999999999995,27.5,9.5,2.7,37.0,30.2,12.2,39.7
58,patrick beverley,Sacramento Kings,26.509999999999998,9.1,4.1,5.5,13.2,14.6,9.6,18.7
56,jarred vanderbilt,Sacramento Kings,26.494999999999997,6.3,8.7,1.2,15.0,7.5,9.899999999999999,16.2
20,anthony edwards,Sacramento Kings,34.56,24.8,4.7,3.2,29.5,28.0,7.9,32.7
37,d'angelo russell,Sacramento Kings,31.63,19.6,3.7,6.7,23.3,26.3,10.4,30.0
72,jaden mcdaniels,Sacramento Kings,20.505000000000003,6.5,3.2,0.8,9.7,7.3,4.0,10.5
27,karl-anthony towns,Sacramento Kings,33.625,24.5,10.8,3.9,35.3,28.4,14.700000000000001,39.2
45,isaac okoro,San Antonio Spurs,30.705,8.8,3.4,1.7,12.200000000000001,10.5,5.1,13.9
46,jarrett allen,San Antonio Spurs,30.675,16.3,11.0,1.9,27.3,18.2,12.9,29.2
14,darius garland,San Antonio Spurs,35.39,22.2,3.4,7.7,25.599999999999998,29.9,11.1,33.3
63,kevin love,San Antonio Spurs,24.27,13.7,7.7,2.1,21.4,15.799999999999999,9.8,23.5
23,evan mobley,San Antonio Spurs,34.510000000000005,12.7,7.7,2.3,20.4,15.0,10.0,22.7
61,kenrich williams,Toronto Raptors,25.525,8.7,4.4,1.9,13.1,10.6,6.300000000000001,15.0
49,josh giddey,Toronto Raptors,29.59,11.7,6.9,6.9,18.6,18.6,13.8,25.5
25,darius bazley,Toronto Raptors,33.6,13.1,8.4,1.6,21.5,14.7,10.0,23.1
13,luguentz dort,Toronto Raptors,35.605000000000004,16.6,3.9,1.8,20.5,18.400000000000002,5.7,22.3
38,tre mann,Toronto Raptors,31.845,12.1,2.7,-0.1,14.8,12.0,2.6,14.7
21,andrew wiggins,Utah Jazz,34.455,18.2,4.2,2.0,22.4,20.2,6.2,24.4
64,otto porter jr.,Utah Jazz,23.505000000000003,8.7,5.0,1.5,13.7,10.2,6.5,15.2
67,jonathan kuminga,Utah Jazz,23.53,10.2,4.1,-0.0,14.299999999999999,10.2,4.1,14.299999999999999
33,jordan poole,Utah Jazz,32.519999999999996,19.1,2.7,3.2,21.8,22.3,5.9,25.0
60,kevon looney,Utah Jazz,25.685000000000002,7.8,8.5,2.4,16.3,10.2,10.9,18.7
19,stephen curry,Utah Jazz,35.510000000000005,25.5,5.1,5.4,30.6,30.9,10.5,36.0
36,caris levert,,31.465,,,,,,,
