,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
8,julius randle,Golden State Warriors,35.635000000000005,18.9,9.2,3.6,28.099999999999998,22.5,12.799999999999999,31.7
82,kemba walker,Golden State Warriors,21.445,7.6,2.2,2.1,9.8,9.7,4.300000000000001,11.899999999999999
54,alec burks,Golden State Warriors,27.445,10.3,4.2,2.3,14.5,12.600000000000001,6.5,16.8
60,chris boucher,Houston Rockets,25.61,12.9,7.8,0.0,20.7,12.9,7.8,20.7
0,pascal siakam,Houston Rockets,39.504999999999995,25.3,9.3,5.4,34.6,30.700000000000003,14.700000000000001,40.0
1,scottie barnes,Houston Rockets,37.5,17.0,8.1,3.6,25.1,20.6,11.7,28.700000000000003
3,og anunoby,Houston Rockets,36.75,17.0,5.0,1.9,22.0,18.9,6.9,23.9
4,gary trent jr.,Houston Rockets,36.5,17.0,2.4,2.0,19.4,19.0,4.4,21.4
28,dorian finney-smith,Los Angeles Clippers,32.57,8.9,5.1,1.7,14.0,10.6,6.8,15.7
18,jalen brunson,Los Angeles Clippers,33.545,17.1,4.4,5.9,21.5,23.0,10.3,27.4
40,reggie bullock,Los Angeles Clippers,30.47,8.1,3.6,1.0,11.7,9.1,4.6,12.7
58,maxi kleber,Los Angeles Clippers,25.435000000000002,6.3,5.3,0.8,11.6,7.1,6.1,12.399999999999999
9,luka doncic,Los Angeles Clippers,35.435,27.0,10.2,9.0,37.2,36.0,19.2,46.2
64,dwight powell,Los Angeles Clippers,25.439999999999998,10.5,5.6,1.5,16.1,12.0,7.1,17.6
22,saddiq bey,Memphis Grizzlies,33.565,14.0,5.2,2.7,19.2,16.7,7.9,21.9
45,isaiah stewart,Memphis Grizzlies,29.575,7.8,8.6,1.0,16.4,8.8,9.6,17.4
57,cory joseph,Memphis Grizzlies,26.575,9.0,2.8,4.4,11.8,13.4,7.2,16.2
75,frank jackson,Memphis Grizzlies,22.67,11.0,1.5,1.0,12.5,12.0,2.5,13.5
19,jerami grant,Memphis Grizzlies,33.355000000000004,19.5,5.1,2.9,24.6,22.4,8.0,27.5
76,killian hayes,Memphis Grizzlies,22.555,5.4,2.3,3.5,7.7,8.9,5.8,11.2
63,hamidou diallo,Memphis Grizzlies,25.53,11.4,4.7,1.3,16.1,12.700000000000001,6.0,17.400000000000002
27,herbert jones,Miami Heat,32.47,9.9,3.6,1.9,13.5,11.8,5.5,15.4
12,brandon ingram,Miami Heat,34.465,22.0,5.4,4.9,27.4,26.9,10.3,32.3
48,jaxson hayes,Miami Heat,28.52,12.8,6.0,-0.0,18.8,12.8,6.0,18.8
56,devonte' graham,Miami Heat,26.53,10.4,1.9,3.4,12.3,13.8,5.3,15.700000000000001
30,jonas valanciunas,Miami Heat,31.47,16.0,11.5,2.3,27.5,18.3,13.8,29.8
6,mikal bridges,Milwaukee Bucks,36.05,16.2,5.0,2.3,21.2,18.5,7.3,23.5
50,jae crowder,Milwaukee Bucks,28.08,8.7,5.2,1.2,13.899999999999999,9.899999999999999,6.4,15.099999999999998
69,cameron johnson,Milwaukee Bucks,23.744999999999997,11.8,4.0,1.1,15.8,12.9,5.1,16.9
52,deandre ayton,Milwaukee Bucks,28.075,14.2,8.9,1.1,23.1,15.299999999999999,10.0,24.2
14,chris paul,Milwaukee Bucks,35.019999999999996,16.2,4.1,11.3,20.299999999999997,27.5,15.4,31.6
11,devin booker,Milwaukee Bucks,35.405,24.7,5.1,4.3,29.799999999999997,29.0,9.399999999999999,34.1
7,jimmy butler,New Orleans Pelicans,35.475,25.2,6.1,5.5,31.299999999999997,30.7,11.6,36.8
33,tyler herro,New Orleans Pelicans,30.54,18.6,4.0,2.7,22.6,21.3,6.7,25.3
24,bam adebayo,New Orleans Pelicans,32.725,19.4,8.9,4.2,28.299999999999997,23.599999999999998,13.100000000000001,32.5
25,kyle lowry,New Orleans Pelicans,32.54,12.7,3.9,7.5,16.599999999999998,20.2,11.4,24.099999999999998
78,duncan robinson,New Orleans Pelicans,22.53,8.5,2.3,0.9,10.8,9.4,3.1999999999999997,11.7
49,p.j. tucker,New Orleans Pelicans,28.535,6.8,5.3,1.7,12.1,8.5,7.0,13.8
39,jonathan kuminga,New York Knicks,27.09,12.5,4.7,0.0,17.2,12.5,4.7,17.2
41,kevon looney,New York Knicks,27.165,7.1,9.1,1.7,16.2,8.799999999999999,10.799999999999999,17.9
2,stephen curry,New York Knicks,36.1,25.0,5.4,6.1,30.4,31.1,11.5,36.5
5,andrew wiggins,New York Knicks,35.41,18.1,4.4,2.0,22.5,20.1,6.4,24.5
15,jordan poole,New York Knicks,31.09,17.1,3.0,3.9,20.1,21.0,6.9,24.0
67,gary payton ii,New York Knicks,20.935000000000002,8.1,4.1,0.9,12.2,9.0,5.0,13.1
29,bobby portis,Phoenix Suns,31.88,15.5,9.7,1.5,25.2,17.0,11.2,26.7
17,khris middleton,Phoenix Suns,33.84,18.9,5.8,4.3,24.7,23.2,10.1,29.0
66,pat connaughton,Phoenix Suns,24.655,8.5,3.9,0.7,12.4,9.2,4.6,13.1
21,jrue holiday,Phoenix Suns,33.855000000000004,19.2,4.7,6.3,23.9,25.5,11.0,30.2
20,giannis antetokounmpo,Phoenix Suns,33.66,27.7,11.6,4.9,39.3,32.6,16.5,44.2
51,grayson allen,Phoenix Suns,27.695,10.9,3.8,0.8,14.7,11.700000000000001,4.6,15.5
85,wesley matthews,Phoenix Suns,20.725,4.3,2.1,0.5,6.4,4.8,2.6,6.9
70,eric gordon,Toronto Raptors,24.08,10.4,1.6,2.6,12.0,13.0,4.2,14.6
23,christian wood,Toronto Raptors,32.96,18.0,11.3,1.7,29.3,19.7,13.0,31.0
62,garrison mathews,Toronto Raptors,25.66,11.9,2.7,1.1,14.600000000000001,13.0,3.8000000000000003,15.7
77,alperen sengun,Toronto Raptors,23.075,9.3,6.2,2.5,15.5,11.8,8.7,18.0
38,kevin porter jr.,Toronto Raptors,30.93,12.0,3.5,5.7,15.5,17.7,9.2,21.2
55,jae'sean tate,Toronto Raptors,26.705,10.8,5.1,2.3,15.9,13.100000000000001,7.3999999999999995,18.200000000000003
81,kenyon martin jr.,Toronto Raptors,21.810000000000002,9.2,4.0,1.2,13.2,10.399999999999999,5.2,14.399999999999999
34,jalen green,Toronto Raptors,31.13,15.6,3.6,2.6,19.2,18.2,6.2,21.8
72,nic claxton,Washington Wizards,24.045,9.1,5.7,0.9,14.8,10.0,6.6000000000000005,15.7
74,kessler edwards,Washington Wizards,23.235,5.9,4.1,0.0,10.0,5.9,4.1,10.0
10,kyrie irving,Washington Wizards,35.375,24.3,4.0,4.9,28.3,29.200000000000003,8.9,33.2
80,james johnson,Washington Wizards,23.21,5.6,4.7,1.3,10.3,6.8999999999999995,6.0,11.6
13,cj mccollum,,34.435,,,,,,,
