,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
30,isaiah roby,Minnesota Timberwolves,32.5,11.9,7.0,1.6,18.9,13.5,8.6,20.5
10,tre mann,Minnesota Timberwolves,34.5,13.6,3.2,1.1,16.8,14.7,4.300000000000001,17.9
20,darius bazley,Minnesota Timberwolves,33.5,11.6,7.8,1.6,19.4,13.2,9.4,21.0
93,vit krejci,Minnesota Timberwolves,23.5,4.0,3.2,-0.1,7.2,3.9,3.1,7.1
50,rudy gobert,New Orleans Pelicans,31.48,18.0,13.5,1.2,31.5,19.2,14.7,32.7
26,donovan mitchell,New Orleans Pelicans,33.480000000000004,25.8,3.8,4.8,29.6,30.6,8.6,34.4
94,jordan clarkson,New Orleans Pelicans,24.555,13.7,2.7,2.0,16.4,15.7,4.7,18.4
63,mike conley,New Orleans Pelicans,30.61,15.7,3.4,5.8,19.099999999999998,21.5,9.2,24.9
62,bojan bogdanovic,New Orleans Pelicans,30.555,15.9,3.6,1.2,19.5,17.1,4.8,20.700000000000003
58,royce o'neale,New Orleans Pelicans,30.555,7.4,4.0,1.9,11.4,9.3,5.9,13.3
59,cameron johnson,New York Knicks,30.509999999999998,14.8,4.6,1.5,19.4,16.3,6.1,20.9
64,jae crowder,New York Knicks,29.509999999999998,9.3,4.9,1.5,14.200000000000001,10.8,6.4,15.700000000000001
5,mikal bridges,New York Knicks,36.47,14.7,4.3,2.1,19.0,16.8,6.4,21.1
47,deandre ayton,New York Knicks,31.51,18.2,11.2,1.1,29.4,19.3,12.299999999999999,30.5
78,cameron payne,New York Knicks,27.509999999999998,12.8,3.1,4.9,15.9,17.700000000000003,8.0,20.800000000000004
92,jarred vanderbilt,Oklahoma City Thunder,24.435000000000002,6.2,9.0,1.2,15.2,7.4,10.2,16.4
81,malik beasley,Oklahoma City Thunder,26.43,13.1,2.8,1.5,15.899999999999999,14.6,4.3,17.4
76,jaden mcdaniels,Oklahoma City Thunder,27.43,10.2,5.0,1.1,15.2,11.299999999999999,6.1,16.299999999999997
91,jordan mclaughlin,Oklahoma City Thunder,24.435000000000002,3.6,2.1,5.3,5.7,8.9,7.4,11.0
114,taurean prince,Oklahoma City Thunder,20.445,6.4,3.4,0.9,9.8,7.300000000000001,4.3,10.700000000000001
71,patrick beverley,Oklahoma City Thunder,28.425,8.7,4.1,6.5,12.799999999999999,15.2,10.6,19.299999999999997
15,karl-anthony towns,Oklahoma City Thunder,34.695,23.3,11.7,3.4,35.0,26.7,15.1,38.4
55,d'angelo russell,Oklahoma City Thunder,30.73,18.0,3.3,7.2,21.3,25.2,10.5,28.5
33,malachi flynn,Orlando Magic,32.47,7.5,3.1,4.0,10.6,11.5,7.1,14.6
2,pascal siakam,Orlando Magic,37.415,23.4,8.8,5.5,32.2,28.9,14.3,37.7
8,scottie barnes,Orlando Magic,35.72,16.5,7.7,3.5,24.2,20.0,11.2,27.7
102,thaddeus young,Orlando Magic,22.52,9.8,5.7,2.9,15.5,12.700000000000001,8.6,18.400000000000002
34,gary trent jr.,Orlando Magic,32.81,14.2,2.4,1.8,16.599999999999998,16.0,4.2,18.4
89,precious achiuwa,Orlando Magic,24.48,8.3,7.3,1.3,15.600000000000001,9.600000000000001,8.6,16.900000000000002
112,kevin love,Philadelphia 76ers,20.39,12.0,6.7,2.0,18.7,14.0,8.7,20.7
13,darius garland,Philadelphia 76ers,34.629999999999995,19.1,3.0,6.6,22.1,25.700000000000003,9.6,28.700000000000003
23,evan mobley,Philadelphia 76ers,33.82,13.2,8.2,2.4,21.4,15.6,10.6,23.799999999999997
38,jarrett allen,Philadelphia 76ers,32.625,15.2,9.6,1.4,24.799999999999997,16.599999999999998,11.0,26.199999999999996
73,isaac okoro,Philadelphia 76ers,28.61,7.8,3.4,1.8,11.2,9.6,5.2,13.0
113,cedi osman,Philadelphia 76ers,20.619999999999997,9.5,1.9,1.5,11.4,11.0,3.4,12.9
51,lauri markkanen,Philadelphia 76ers,31.62,13.2,5.6,1.7,18.799999999999997,14.899999999999999,7.3,20.5
70,mitchell robinson,Phoenix Suns,28.375,8.2,9.0,-0.0,17.2,8.2,9.0,17.2
19,julius randle,Phoenix Suns,34.845,18.8,9.9,4.5,28.700000000000003,23.3,14.4,33.2
4,rj barrett,Phoenix Suns,36.485,17.8,5.6,2.3,23.4,20.1,7.8999999999999995,25.700000000000003
27,evan fournier,Phoenix Suns,33.364999999999995,15.8,2.9,1.6,18.7,17.400000000000002,4.5,20.3
24,alec burks,Phoenix Suns,33.364999999999995,13.0,5.9,2.6,18.9,15.6,8.5,21.5
42,franz wagner,Toronto Raptors,31.345,14.6,3.7,2.5,18.3,17.1,6.2,20.8
86,chuma okeke,Toronto Raptors,25.375,8.7,4.4,1.9,13.1,10.6,6.300000000000001,15.0
22,cole anthony,Toronto Raptors,33.44,14.7,4.7,5.4,19.4,20.1,10.100000000000001,24.8
103,r.j. hampton,Toronto Raptors,22.46,8.1,3.3,2.9,11.399999999999999,11.0,6.199999999999999,14.3
36,wendell carter jr.,Toronto Raptors,32.44,15.3,12.0,2.3,27.3,17.6,14.3,29.6
69,mo bamba,Toronto Raptors,29.445,10.3,9.4,1.0,19.700000000000003,11.3,10.4,20.700000000000003
43,jalen suggs,Toronto Raptors,31.445,12.5,3.4,4.2,15.9,16.7,7.6,20.099999999999998
6,cj mccollum,Utah Jazz,36.44,22.1,3.9,3.9,26.0,26.0,7.8,29.9
17,brandon ingram,Utah Jazz,34.44,20.3,5.1,4.6,25.4,24.9,9.7,30.0
61,jonas valanciunas,Utah Jazz,30.45,17.4,11.2,3.1,28.599999999999998,20.5,14.299999999999999,31.7
100,devonte' graham,Utah Jazz,22.535,9.4,1.9,2.8,11.3,12.2,4.699999999999999,14.1
80,jaxson hayes,Utah Jazz,27.455,13.2,5.7,-0.0,18.9,13.2,5.7,18.9
99,tony snell,Utah Jazz,23.46,3.2,2.6,-0.0,5.800000000000001,3.2,2.6,5.800000000000001
49,herbert jones,Utah Jazz,31.445,9.5,3.1,2.1,12.6,11.6,5.2,14.7
95,john collins,Washington Wizards,24.490000000000002,15.0,6.3,1.3,21.3,16.3,7.6,22.6
68,clint capela,Washington Wizards,29.485,11.4,12.8,1.0,24.200000000000003,12.4,13.8,25.200000000000003
72,bogdan bogdanovic,Washington Wizards,28.765,12.8,4.0,2.6,16.8,15.4,6.6,19.4
90,danilo gallinari,Washington Wizards,24.490000000000002,11.7,4.8,1.1,16.5,12.799999999999999,5.9,17.599999999999998
88,kevin huerter,Washington Wizards,25.36,8.9,2.2,2.1,11.100000000000001,11.0,4.300000000000001,13.2
18,trae young,Washington Wizards,34.7,28.8,3.6,9.5,32.4,38.3,13.1,41.9
57,de'andre hunter,Washington Wizards,30.369999999999997,12.4,3.0,0.9,15.4,13.3,3.9,16.3
