,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
82,tre mann,New York Knicks,32.31,13.0,2.9,-0.1,15.9,12.9,2.8,15.8
70,kenrich williams,New York Knicks,26.03,8.4,4.9,2.0,13.3,10.4,6.9,15.3
43,darius bazley,New York Knicks,34.07,13.1,7.9,1.5,21.0,14.6,9.4,22.5
19,josh giddey,New York Knicks,34.07,12.3,8.6,7.2,20.9,19.5,15.8,28.1
52,ty jerome,New York Knicks,28.1,10.8,2.4,3.7,13.200000000000001,14.5,6.1,16.9
58,evan fournier,Oklahoma City Thunder,31.21,14.2,2.9,2.1,17.099999999999998,16.3,5.0,19.2
80,kemba walker,Oklahoma City Thunder,24.92,9.3,2.8,3.1,12.100000000000001,12.4,5.9,15.2
4,julius randle,Oklahoma City Thunder,36.17,21.6,11.6,5.0,33.2,26.6,16.6,38.2
74,quentin grimes,Oklahoma City Thunder,33.89,8.3,3.3,0.0,11.600000000000001,8.3,3.3,11.600000000000001
94,alec burks,Oklahoma City Thunder,23.92,9.4,3.7,2.3,13.100000000000001,11.7,6.0,15.399999999999999
49,mitchell robinson,Oklahoma City Thunder,29.78,8.8,11.0,-0.0,19.8,8.8,11.0,19.8
115,zeke nnaji,Orlando Magic,22.04,10.2,4.7,-0.0,14.899999999999999,10.2,4.7,14.899999999999999
0,nikola jokic,Orlando Magic,34.75,27.0,14.9,8.1,41.9,35.1,23.0,50.0
119,jeff green,Orlando Magic,21.04,8.4,2.5,1.0,10.9,9.4,3.5,11.9
75,monte morris,Orlando Magic,30.05,12.8,2.6,4.5,15.4,17.3,7.1,19.900000000000002
41,aaron gordon,Orlando Magic,33.06,16.8,6.0,2.8,22.8,19.6,8.8,25.6
45,will barton,Orlando Magic,33.76,14.7,5.3,4.0,20.0,18.7,9.3,24.0
77,grayson allen,Portland Trail Blazers,31.01,11.4,3.9,1.3,15.3,12.700000000000001,5.2,16.6
20,bobby portis,Portland Trail Blazers,32.01,18.8,9.6,1.0,28.4,19.8,10.6,29.4
14,jrue holiday,Portland Trail Blazers,32.98,17.2,4.6,6.8,21.799999999999997,24.0,11.399999999999999,28.6
118,wesley matthews,Portland Trail Blazers,26.0,5.5,2.3,0.5,7.8,6.0,2.8,8.3
12,khris middleton,Portland Trail Blazers,32.98,20.3,5.5,6.0,25.8,26.3,11.5,31.8
61,jordan nwora,Portland Trail Blazers,29.0,10.4,5.6,1.4,16.0,11.8,7.0,17.4
59,cam thomas,Sacramento Kings,30.76,14.5,3.8,1.0,18.3,15.5,4.8,19.3
56,patty mills,Sacramento Kings,33.74,13.6,2.5,2.4,16.1,16.0,4.9,18.5
116,kessler edwards,Sacramento Kings,22.89,6.5,3.5,0.1,10.0,6.6,3.6,10.1
78,bruce brown,Sacramento Kings,24.81,7.8,4.8,1.3,12.6,9.1,6.1,13.899999999999999
2,nikola vucevic,San Antonio Spurs,35.13,19.2,13.5,3.8,32.7,23.0,17.3,36.5
106,derrick jones jr.,San Antonio Spurs,24.01,7.6,3.8,-0.0,11.399999999999999,7.6,3.8,11.399999999999999
36,ayo dosunmu,San Antonio Spurs,39.15,11.2,3.9,3.1,15.1,14.299999999999999,7.0,18.2
96,troy brown jr.,San Antonio Spurs,28.01,7.1,4.7,1.0,11.8,8.1,5.7,12.8
47,coby white,San Antonio Spurs,35.13,18.2,3.4,2.8,21.599999999999998,21.0,6.199999999999999,24.4
1,demar derozan,San Antonio Spurs,38.15,27.3,5.2,4.9,32.5,32.2,10.100000000000001,37.400000000000006
72,javonte green,San Antonio Spurs,30.01,8.3,5.0,1.3,13.3,9.600000000000001,6.3,14.600000000000001
18,brandon ingram,Toronto Raptors,34.91,21.0,5.1,4.2,26.1,25.2,9.3,30.299999999999997
68,herbert jones,Toronto Raptors,32.91,11.1,3.7,2.9,14.8,14.0,6.6,17.7
89,devonte' graham,Toronto Raptors,27.93,10.6,2.1,3.7,12.7,14.3,5.800000000000001,16.400000000000002
22,cj mccollum,Toronto Raptors,34.91,20.4,3.9,5.3,24.299999999999997,25.7,9.2,29.599999999999998
17,jonas valanciunas,Toronto Raptors,31.92,16.6,12.5,2.3,29.1,18.900000000000002,14.8,31.400000000000002
107,jaxson hayes,Toronto Raptors,20.94,8.5,4.5,0.0,13.0,8.5,4.5,13.0
110,eric gordon,Utah Jazz,24.94,10.8,1.3,1.9,12.100000000000001,12.700000000000001,3.2,14.000000000000002
15,christian wood,Utah Jazz,33.92,20.5,10.7,2.7,31.2,23.2,13.399999999999999,33.9
40,kevin porter jr.,Utah Jazz,31.93,14.4,3.9,5.5,18.3,19.9,9.4,23.799999999999997
73,jalen green,Utah Jazz,31.93,15.0,2.9,1.8,17.9,16.8,4.7,19.7
32,alperen sengun,Utah Jazz,24.94,11.0,6.1,4.2,17.1,15.2,10.3,21.299999999999997
65,jae'sean tate,Utah Jazz,26.94,11.1,5.4,2.3,16.5,13.399999999999999,7.7,18.799999999999997
90,kenyon martin jr.,Utah Jazz,21.95,9.3,4.3,1.2,13.600000000000001,10.5,5.5,14.8
100,garrison mathews,Utah Jazz,25.94,11.4,2.4,0.7,13.8,12.1,3.0999999999999996,14.5
35,cade cunningham,Washington Wizards,29.98,16.1,5.0,4.6,21.1,20.700000000000003,9.6,25.700000000000003
111,killian hayes,Washington Wizards,22.99,5.3,2.4,3.4,7.699999999999999,8.7,5.8,11.1
30,jerami grant,Washington Wizards,31.98,20.5,4.8,2.6,25.3,23.1,7.4,27.900000000000002
51,saddiq bey,Washington Wizards,32.98,13.4,5.1,2.3,18.5,15.7,7.3999999999999995,20.799999999999997
113,cory joseph,Washington Wizards,22.99,7.0,2.3,3.7,9.3,10.7,6.0,13.0
60,isaiah stewart,Washington Wizards,28.98,8.3,10.0,1.1,18.3,9.4,11.1,19.4
27,andre drummond,,23.82,,,,,,,
55,seth curry,,32.75,,,,,,,
