,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
48,patrick beverley,Cleveland Cavaliers,29.384999999999998,9.2,3.9,5.3,13.1,14.5,9.2,18.4
14,anthony edwards,Cleveland Cavaliers,34.86,20.8,4.2,3.8,25.0,24.6,8.0,28.8
76,jarred vanderbilt,Cleveland Cavaliers,23.509999999999998,5.3,7.1,0.9,12.399999999999999,6.2,8.0,13.3
21,karl-anthony towns,Cleveland Cavaliers,33.510000000000005,20.4,10.1,3.3,30.5,23.7,13.399999999999999,33.8
41,franz wagner,Indiana Pacers,30.79,17.2,3.7,2.7,20.9,19.9,6.4,23.599999999999998
71,gary harris,Indiana Pacers,24.335,9.0,1.4,1.2,10.4,10.2,2.5999999999999996,11.6
44,cole anthony,Indiana Pacers,29.305,15.2,4.8,5.4,20.0,20.6,10.2,25.400000000000002
45,jalen suggs,Indiana Pacers,29.305,13.7,3.6,4.1,17.3,17.799999999999997,7.699999999999999,21.4
47,wendell carter jr.,Indiana Pacers,29.305,14.1,10.3,2.5,24.4,16.6,12.8,26.900000000000002
65,chuma okeke,Indiana Pacers,25.33,7.8,3.9,1.2,11.7,9.0,5.1,12.9
89,mo bamba,Indiana Pacers,21.355,7.5,6.7,0.8,14.2,8.3,7.5,15.0
46,jakob poeltl,Memphis Grizzlies,29.490000000000002,12.8,7.8,2.7,20.6,15.5,10.5,23.3
62,lonnie walker iv,Memphis Grizzlies,26.490000000000002,13.7,2.8,2.4,16.5,16.099999999999998,5.199999999999999,18.9
29,keldon johnson,Memphis Grizzlies,32.455,15.9,5.8,1.6,21.7,17.5,7.4,23.3
80,doug mcdermott,Memphis Grizzlies,22.490000000000002,11.5,2.3,1.0,13.8,12.5,3.3,14.8
42,devin vassell,Memphis Grizzlies,30.46,13.2,4.6,1.6,17.799999999999997,14.799999999999999,6.199999999999999,19.4
56,javonte green,Miami Heat,28.36,7.8,4.6,1.2,12.399999999999999,9.0,5.8,13.6
11,demar derozan,Miami Heat,34.715,26.1,5.1,4.8,31.200000000000003,30.900000000000002,9.899999999999999,36.0
17,nikola vucevic,Miami Heat,33.725,14.9,11.2,2.8,26.1,17.7,14.0,28.9
18,zach lavine,Miami Heat,33.725,23.9,4.7,4.3,28.599999999999998,28.2,9.0,32.9
64,coby white,Miami Heat,26.365000000000002,12.1,2.4,2.3,14.5,14.399999999999999,4.699999999999999,16.799999999999997
24,ayo dosunmu,Miami Heat,33.335,9.0,2.8,2.7,11.8,11.7,5.5,14.5
22,lamelo ball,Milwaukee Bucks,33.489999999999995,20.9,6.6,7.5,27.5,28.4,14.1,35.0
5,terry rozier,Milwaukee Bucks,35.489999999999995,18.2,4.1,4.1,22.299999999999997,22.299999999999997,8.2,26.4
82,mason plumlee,Milwaukee Bucks,22.494999999999997,5.2,6.4,2.4,11.600000000000001,7.6,8.8,14.0
53,montrezl harrell,Milwaukee Bucks,29.494999999999997,15.4,6.7,2.3,22.1,17.7,9.0,24.4
52,p.j. washington,Milwaukee Bucks,29.494999999999997,11.4,6.8,1.5,18.2,12.9,8.3,19.7
9,miles bridges,Milwaukee Bucks,35.489999999999995,20.8,7.3,3.5,28.1,24.3,10.8,31.6
73,kelly oubre jr.,Milwaukee Bucks,23.494999999999997,14.5,3.5,0.9,18.0,15.4,4.4,18.9
30,jarrett allen,Minnesota Timberwolves,32.685,16.7,11.1,1.9,27.799999999999997,18.599999999999998,13.0,29.699999999999996
39,lauri markkanen,Minnesota Timberwolves,31.485,12.8,5.2,1.7,18.0,14.5,6.9,19.7
27,evan mobley,Minnesota Timberwolves,33.815,13.0,7.9,2.5,20.9,15.5,10.4,23.4
60,cedi osman,Minnesota Timberwolves,27.490000000000002,13.4,2.8,1.9,16.2,15.3,4.699999999999999,18.1
33,isaac okoro,Minnesota Timberwolves,31.485,9.3,3.7,1.8,13.0,11.100000000000001,5.5,14.8
12,brandon goodwin,Minnesota Timberwolves,34.485,7.6,4.7,5.8,12.3,13.399999999999999,10.5,18.099999999999998
79,jeremy lamb,Oklahoma City Thunder,22.43,9.6,3.1,1.6,12.7,11.2,4.7,14.299999999999999
23,de'aaron fox,Oklahoma City Thunder,33.81,20.4,3.9,5.4,24.299999999999997,25.799999999999997,9.3,29.699999999999996
70,donte divincenzo,Oklahoma City Thunder,24.369999999999997,8.4,3.1,2.4,11.5,10.8,5.5,13.9
19,domantas sabonis,Oklahoma City Thunder,33.81,19.3,13.1,5.3,32.4,24.6,18.4,37.7
20,harrison barnes,Oklahoma City Thunder,33.4,17.2,6.7,2.4,23.9,19.599999999999998,9.1,26.299999999999997
59,justin holiday,Oklahoma City Thunder,27.345,9.7,2.2,1.8,11.899999999999999,11.5,4.0,13.7
67,davion mitchell,Oklahoma City Thunder,25.425,9.2,2.0,3.7,11.2,12.899999999999999,5.7,14.899999999999999
72,isaiah jackson,Orlando Magic,23.43,13.0,5.9,0.0,18.9,13.0,5.9,18.9
66,jalen smith,Orlando Magic,25.425,12.5,7.8,-0.0,20.3,12.5,7.8,20.3
0,tyrese haliburton,Orlando Magic,37.385000000000005,16.7,4.5,8.3,21.2,25.0,12.8,29.5
92,terry taylor,Orlando Magic,20.39,7.1,7.9,1.0,15.0,8.1,8.9,16.0
2,buddy hield,Orlando Magic,37.385000000000005,16.2,5.7,2.4,21.9,18.599999999999998,8.1,24.299999999999997
49,chris duarte,Orlando Magic,29.42,12.8,4.5,2.0,17.3,14.8,6.5,19.3
28,oshae brissett,Orlando Magic,32.4,10.2,7.3,1.0,17.5,11.2,8.3,18.5
58,aaron wiggins,Sacramento Kings,26.5,7.8,4.0,0.9,11.8,8.7,4.9,12.7
1,shai gilgeous-alexander,Sacramento Kings,36.0,25.1,4.5,5.2,29.6,30.3,9.7,34.8
88,lindy waters iii,Sacramento Kings,20.5,0.1,-0.0,0.0,0.1,0.1,0.0,0.1
86,aleksej pokusevski,Sacramento Kings,20.5,6.4,4.6,1.3,11.0,7.7,5.8999999999999995,12.3
32,tre mann,Sacramento Kings,31.5,13.4,3.0,0.9,16.4,14.3,3.9,17.3
36,darius bazley,Sacramento Kings,30.5,10.2,6.9,1.3,17.1,11.5,8.200000000000001,18.4
63,isaiah roby,Sacramento Kings,25.5,8.8,5.3,1.0,14.100000000000001,9.8,6.3,15.100000000000001
90,kyle anderson,San Antonio Spurs,20.485,5.7,5.1,1.9,10.8,7.6,7.0,12.7
26,ja morant,San Antonio Spurs,33.75,28.8,5.8,6.7,34.6,35.5,12.5,41.3
38,desmond bane,San Antonio Spurs,31.8,18.6,4.1,2.1,22.700000000000003,20.700000000000003,6.199999999999999,24.800000000000004
78,brandon clarke,San Antonio Spurs,22.485,10.5,6.5,1.5,17.0,12.0,8.0,18.5
74,de'anthony melton,San Antonio Spurs,23.485,10.4,4.8,2.6,15.2,13.0,7.4,17.8
50,jaren jackson jr.,San Antonio Spurs,29.515,16.1,5.7,0.9,21.8,17.0,6.6000000000000005,22.7
51,steven adams,San Antonio Spurs,29.48,7.2,12.3,3.6,19.5,10.8,15.9,23.1
55,ziaire williams,San Antonio Spurs,28.48,9.0,2.3,0.9,11.3,9.9,3.1999999999999997,12.2
81,cam thomas,Toronto Raptors,22.555,10.3,2.9,1.3,13.200000000000001,11.600000000000001,4.2,14.500000000000002
40,seth curry,Toronto Raptors,30.975,14.1,2.7,4.0,16.8,18.1,6.7,20.8
43,bruce brown,Toronto Raptors,29.630000000000003,8.4,5.9,1.4,14.3,9.8,7.300000000000001,15.700000000000001
75,goran dragic,Toronto Raptors,23.66,9.3,3.4,2.3,12.700000000000001,11.600000000000001,5.699999999999999,15.000000000000002
57,james johnson,Toronto Raptors,28.985,7.8,5.6,2.9,13.399999999999999,10.7,8.5,16.299999999999997
37,patty mills,Toronto Raptors,30.03,10.3,1.9,2.0,12.200000000000001,12.3,3.9,14.200000000000001
61,andre drummond,Toronto Raptors,27.64,9.0,12.7,2.5,21.7,11.5,15.2,24.2
