,Player,Opponent,Min,Pts Est,Reb Est,Ast Est,Pts+Reb Est,Pts+Ast Est,Reb+Ast Est,Pts+Reb+Ast Est
0,pascal siakam,Detroit Pistons,37.45,19.7,8.2,4.7,27.9,24.4,12.899999999999999,32.599999999999994
1,fred vanvleet,Detroit Pistons,36.65,18.8,4.3,6.8,23.1,25.6,11.1,29.900000000000002
19,gary trent jr.,Detroit Pistons,33.34,16.4,2.3,1.9,18.7,18.299999999999997,4.199999999999999,20.599999999999998
5,scottie barnes,Detroit Pistons,35.75,13.3,7.1,3.3,20.4,16.6,10.399999999999999,23.700000000000003
67,maxi kleber,Golden State Warriors,24.605,6.5,4.7,0.7,11.2,7.2,5.4,11.9
70,dwight powell,Golden State Warriors,23.535,7.7,4.8,1.0,12.5,8.7,5.8,13.5
63,spencer dinwiddie,Golden State Warriors,25.535,9.6,3.4,4.1,13.0,13.7,7.5,17.099999999999998
3,luka doncic,Golden State Warriors,35.55,25.1,9.0,7.2,34.1,32.300000000000004,16.2,41.300000000000004
11,jalen brunson,Golden State Warriors,34.55,16.2,3.9,4.9,20.099999999999998,21.1,8.8,25.0
25,reggie bullock,Golden State Warriors,33.55,7.6,3.4,1.0,11.0,8.6,4.4,12.0
27,dorian finney-smith,Golden State Warriors,32.545,9.6,4.4,1.5,14.0,11.1,5.9,15.5
6,lebron james,Los Angeles Clippers,34.525,28.1,7.5,5.0,35.6,33.1,12.5,40.6
56,talen horton-tucker,Los Angeles Clippers,26.475,7.6,3.3,2.3,10.899999999999999,9.899999999999999,5.6,13.2
45,malik monk,Los Angeles Clippers,29.52,11.1,3.4,2.2,14.5,13.3,5.6,16.7
30,russell westbrook,Los Angeles Clippers,32.525,18.5,7.7,6.8,26.2,25.3,14.5,33.0
53,carmelo anthony,Los Angeles Clippers,27.48,11.7,4.4,0.9,16.1,12.6,5.300000000000001,17.0
24,terance mann,Los Angeles Lakers,33.4,11.0,6.0,2.7,17.0,13.7,8.7,19.7
15,reggie jackson,Los Angeles Lakers,34.41,18.5,3.8,5.4,22.3,23.9,9.2,27.7
92,robert covington,Los Angeles Lakers,20.465,5.5,3.8,0.9,9.3,6.4,4.7,10.2
83,luke kennard,Los Angeles Lakers,21.42,8.4,2.9,1.6,11.3,10.0,4.5,12.9
88,nicolas batum,Los Angeles Lakers,21.42,5.9,4.1,1.1,10.0,7.0,5.199999999999999,11.1
52,ivica zubac,Los Angeles Lakers,27.42,10.1,9.1,1.2,19.2,11.299999999999999,10.299999999999999,20.4
43,robert williams,Memphis Grizzlies,30.91,10.8,8.9,1.5,19.700000000000003,12.3,10.4,21.200000000000003
2,jayson tatum,Memphis Grizzlies,36.515,23.9,7.8,3.9,31.7,27.799999999999997,11.7,35.599999999999994
75,aaron nesmith,Memphis Grizzlies,22.59,5.4,2.9,0.1,8.3,5.5,3.0,8.4
40,al horford,Memphis Grizzlies,30.435000000000002,9.8,6.9,3.2,16.700000000000003,13.0,10.100000000000001,19.9
16,marcus smart,Memphis Grizzlies,33.510000000000005,12.6,3.9,5.8,16.5,18.4,9.7,22.299999999999997
32,derrick white,Memphis Grizzlies,31.625,15.3,3.1,5.7,18.400000000000002,21.0,8.8,24.1
51,grant williams,Memphis Grizzlies,28.61,8.1,3.8,1.1,11.899999999999999,9.2,4.9,13.0
68,cam thomas,Miami Heat,24.525,10.9,2.5,1.4,13.4,12.3,3.9,14.8
79,lamarcus aldridge,Miami Heat,22.8,12.1,4.9,0.7,17.0,12.799999999999999,5.6000000000000005,17.7
78,andre drummond,Miami Heat,22.695,7.0,9.5,1.8,16.5,8.8,11.3,18.3
64,bruce brown,Miami Heat,24.634999999999998,7.4,5.2,1.3,12.600000000000001,8.700000000000001,6.5,13.900000000000002
39,seth curry,Miami Heat,30.965,14.9,2.3,3.7,17.2,18.6,6.0,20.900000000000002
41,patty mills,Miami Heat,29.009999999999998,9.5,1.7,1.9,11.2,11.4,3.5999999999999996,13.1
60,james johnson,Miami Heat,26.509999999999998,6.7,4.7,2.1,11.4,8.8,6.800000000000001,13.5
47,kevin durant,Miami Heat,29.6,22.4,5.6,4.4,28.0,26.799999999999997,10.0,32.4
36,keldon johnson,Sacramento Kings,31.8,17.0,5.3,1.8,22.3,18.8,7.1,24.1
44,devin vassell,Sacramento Kings,29.77,14.5,4.2,1.5,18.7,16.0,5.7,20.2
61,lonnie walker iv,Sacramento Kings,25.33,14.0,2.8,2.0,16.8,16.0,4.8,18.8
50,jakob poeltl,Sacramento Kings,28.775,13.6,9.6,3.0,23.2,16.6,12.6,26.200000000000003
22,dejounte murray,Sacramento Kings,33.739999999999995,20.2,8.1,8.9,28.299999999999997,29.1,17.0,37.2
66,doug mcdermott,Sacramento Kings,24.314999999999998,11.8,2.2,1.1,14.0,12.9,3.3000000000000003,15.100000000000001
85,davion mitchell,San Antonio Spurs,21.53,8.7,1.7,2.5,10.399999999999999,11.2,4.2,12.899999999999999
84,trey lyles,San Antonio Spurs,21.535,9.2,5.0,0.9,14.2,10.1,5.9,15.1
65,jeremy lamb,San Antonio Spurs,24.54,11.0,3.9,1.6,14.9,12.6,5.5,16.5
8,de'aaron fox,San Antonio Spurs,34.39,23.9,3.8,4.6,27.7,28.5,8.399999999999999,32.3
58,justin holiday,San Antonio Spurs,26.525,10.3,2.4,1.7,12.700000000000001,12.0,4.1,14.4
73,donte divincenzo,San Antonio Spurs,23.54,9.1,3.4,2.5,12.5,11.6,5.9,15.0
17,harrison barnes,San Antonio Spurs,33.394999999999996,15.3,5.7,2.1,21.0,17.400000000000002,7.800000000000001,23.1
7,domantas sabonis,San Antonio Spurs,34.39,16.4,11.6,5.2,28.0,21.599999999999998,16.8,33.199999999999996
72,cory joseph,Toronto Raptors,23.28,6.4,2.1,3.4,8.5,9.8,5.5,11.9
62,killian hayes,Toronto Raptors,25.27,5.0,2.4,3.8,7.4,8.8,6.199999999999999,11.200000000000001
31,saddiq bey,Toronto Raptors,31.695,12.7,4.9,2.5,17.6,15.2,7.4,20.1
34,cade cunningham,Toronto Raptors,31.695,15.1,5.0,4.7,20.1,19.8,9.7,24.8
33,jerami grant,Toronto Raptors,31.75,19.9,4.1,3.1,24.0,23.0,7.199999999999999,27.1
90,kelly olynyk,Toronto Raptors,20.310000000000002,8.9,4.9,2.4,13.8,11.3,7.300000000000001,16.200000000000003
55,isaiah stewart,Toronto Raptors,26.740000000000002,7.7,9.3,0.8,17.0,8.5,10.100000000000001,17.8
